LocaleIdentifier,DE
MsgKDSWelcomeTourTitleScreen1,Willkommen zu Revel Küchendisplay System!
MsgKDSWelcomeTourTextScreen1,Das Revel Küchendisplay System (KDS) bietet eine ausgezeichnete Möglichkeit um die Kommunikation zwischen Küche und Speiseraum zu verbessern und zu beschleunigen.
MsgKDSWelcomeTourTextScreen2,"Abhängig von den Vorlieben Ihres Küchenpersonals, können Sie zwischen verschiedene Ansichtsarten auswählen."
MsgKDSWelcomeTourTextScreen3,Das Küchendisplay ist vollkommen einstellbar und bietet Einstellungen für jeden Ansichtsmodus.
MsgKDSWelcomeTourTitleScreen4,Ihr Revel Küchendisplay System wird eingestellt
MsgKDSWelcomeTour4AdditionalText,"Wenn der Revel Support Ihr Küchenndisplay in der Management-Konsole konfiguriert, wird dieses für die Nutzung bereit sein."
MsgKDSWelcomeTourTextScreen4,"Wenn Sie Hilfe brauchen, rufen Sie bitte"
MsgKDSWelcomeTour4PhoneNumber,1.415.744.1433
MsgKdsMarkAllComplete,Als abgeschlossen markieren
MsgKdsMarkAsDone,Als erledigt markieren
MsgKdsContinued,Weiter
MsgProductAdded,Produkt hinzugefügt
MsgSelectACategory,Wählen Sie eine Kategorie aus
MsgSelectASubcategory,Wählen Sie eine Unterkategorie aus
MsgSelectAProduct,Wählen Sie ein Produkt aus
MsgFailedOrders,Fehlgeschlagene Bestellungsliste
MsgFailedTitle,Fehlgeschlagenes Artikel
MsgDescription,Beschreibung
MsgRetriesCount,Wiederholen Anzahl
MsgOrderInfoDescription,Bestellung: %@
MsgOrderInfoCreated,Erstellt: %@
MsgOrderInfoCreatedNoArgs,Erstellen
MsgCustomerInfoUpdated,Kundeninfo aktualisiert
MsgManagerSyncLog,Synchr. Log
MsgManagerSyncLogMaxRetries,Maximale Anzahl der Wiederholungen
MsgSalesReportError,Abrufen des Umsatzberichtes fehlgeschlagen
MsgManagerRunEOD,Tages-Ende Prozedure
MsgManagerNeedsToRunEOD,Tages-Ende Prozedure muss ausgeführt werden
MsgManagerEOD,Ende des Tages
MsgManagerEODTaskCloseNullOrders,Bestellungen mit 0.00 Betrag schließen
MsgManagerEODCloseNullOrdersProgress,Die Bestellungen mit 0.00 Betrag wird geschloßen...
MsgManagerEODTaskReconcileOrders,Offene Bestellungen abgleichen
MsgManagerEODTaskProcessCreditCards,Alle Kreditkarten bearbeiten
MsgManagerEODTaskDeclinedPayments,Abgelehnte Zahlungen
MsgManagerEODTaskOfflinePayments,Offline Zahlungen
MsgManagerEODTaskConfirmTimeCards,Anmeldezeit für Angestellte bestätigen
MsgManagerEODTaskCloseAllTills,Alle Kasse schließen
MsgManagerEODVoidRefundButton,Storno/\nErstattung
MsgManagerEODCloseCashButton,Schließen\nals Barzahlung
MsgManagerEODCloseToCreditPlusButton,Schließen\nals Kredit +
MsgManagerEODCarryNextDayButton,Auf den Nächsten\nTag verschieben
MsgManagerEODGoToOrderButton,Gehe zur\nBestellung
MsgManagerEODPrintReport,Bericht drucken
MsgManagerEODPrintFiscalReports,Steuerbericht drucken
MsgManagerEODTaskAdditionalTasks,Zusätzliche Aufgaben
MsgManagerEODCloseTillButton,Kasse schließen
MsgManagerEODCloseVirtualTillButton,Virtuelle Kasse schließen
MsgManagerEODTillsOpened,Geöffnet
MsgManagerEODPosStation,POS Station
MsgManagerEODContinueShift,Schicht fortfahren
MsgManagerEODClockOutAll,Alle abmelden
MsgManagerEODNoTasksAlert,Keine Aufgaben zu bearbeiten
MsgManagerEODMarkComplete,Als abgeschlossen markieren
MsgManagerEODProcessSuccess,Die Tages-Ende Prozedure ist beendet. Alle POS Stationen werden jetzt aktualisiert.
MsgManagerEODProcessSuccessMain,Die Tages-Ende Prozedure ist beendet. POS Station wird jetzt aktualisiert.
MsgManagerEODReportsAllEmployees,Alle Angestellten (in einem Bericht)
MsgManagerEODReportsAllEmployeesAgg,Alle Angestellten (Zusammengefasst)
MsgManagerEODReportsAllStationsAgg,Alle Stationen (Zusammengefasst)
MsgManagerEODRunPrompt,"Bitte, führen Sie die Tages-Ende Prozedure aus"
MsgManagerEODGoToNextStep,Nächster Schritt
MsgManagerEODUnableToRun,Die Tages-Ende Prozedure ist nicht möglich auszuführen
MsgManagerEODCurrentOrderOpen,"Die Bestellung #%@ ist geöffnet! Bitte, schließen Sie die Bestellung bevor Sie die Tages-Ende Prozedure ausführen."
MsgManagerEODActiveTransactionsError,"Es gibt offene Transaktionen. Bitte, beenden Sie alle Transaktionen, bevor Sie die Tages-Ende Prozedure ausführen."
MsgManagerEODActivePumpAuthorizationError,"Es gibt eine aktive Autorisierung für eine Pumpe, die auf eine Benutzeraktion wartet. Bitte, bestätigen Sie alle Autorisierungen bevor Sie \ndie Tages-Ende Prozedure ausführen."
MsgManagerEODError,Die Tages-Ende Prozedure kann nicht fortgeführt werden
MsgPrintReportsBEError,Berichtausdruckfehler der Managment Konsole
MsgManagerEODCustomStepsCompleted,Alle zusätzliche Aufgaben für heute beendet
MsgManagerEODFiscalReportPrinted,Der Bericht für heute ist bereits ausgedruckt.
MsgManagerEODClockOutEmployees,"Bitte, melden Sie die Angestellten ab"
MsgManagerEODBatchClockOutError,Einige Angestellte konnten nicht abgemeldet werden.\nMöchten Sie trotzdem zu dem nächsten Schritt fortfahren?
MsgManagerEODPrintReportUsersEmpty,Nichts zu drucken. Konnte nicht Benutzer-Transaktionen für die Filialle finden.
MsgManagerEODChildsError,Stationen %@ sind mit der Haupt-Station zurzeit nicht synchronisiert.\nTrotzdem fortfahren?
MsgManagerEODSelectPrintOptions,Bitte Druck-Optionen auswählen
MsgManagerEODEmployeesCaption,Angestellte
MsgManagerEODSynLogMenu,Ende des Tages
MsgManagerEODSynLogStarted,Tagesabschluss begonnen
MsgManagerEODSynLogFinished,Tagesabschluss beendet
MsgManagerEODFiscalPrintersNotFoundError,"Kassendrucker nicht gefunden, bitte Einstellungen prüfen"
MsgManagerEODFiscalPrinterBusyError,"Kassendrucker ist beschäftigt, bitte später versuchen"
MsgManagerEODBusinessDayNotClosed,Nicht alle Stationen haben den Arbeitstag abgeschlossen.\nSchließen des Arbeitstages erzwingen?
MsgManagerEODSendingFinishLog,Senden des Endprotokolls
MsgManagerEODOfflineStanford,Offline CS Gold Zahlungen
MsgManagerEODSkipStep,Schritt überspringen
MsgManagerEODFiscalReportCompletedOnAllStations,Alle Stationen konnten Finanzberichte erfolgreich ausdrucken.
MsgManagerEODFiscalReportPrintFailedOnStations,Die folgenden Stationen konnten Finanzbericht nicht ausdrucken.
MsgManagerEODFiscalReportPrintRetryOption,"Möchten Sie es versuchen, noch einmal auf dem ausgefallenen Station (en) es auszudrucken oder das Drucken des Finanzberichts manuell fortzusetzen?"
MsgManagerEODFiscalReportPrintManually,"Bitte drucken Sie manuell Finanzbericht (e) aus direkt von dem ausgefallenen Terminal (e)  vor dem Drücken der Taste \""Weiter\"" "
MsgManagerEODErrorUnsyncedOrdersCheck,Nicht synchronisierte Bestellungen überprüfen
MsgManagerEODErrorFollowingStationsDidNotRespond,Die folgenden Stationen reagieren nicht
MsgManagerEODErrorFollowingStationsHaveOrdersSyncing,Die folgenden Stationen synchronisieren gerade Bestellungen ( höchstwahrscheinlich aufgrund eines Netzwerkproblems )
MsgManagerEODErrorAndTheFollowingUnsyncedOrders,und die folgenden nicht synchronisierten Bestellungen
MsgManagerEODErrorFollowingStationsHaveOrdersUnsynced,Die folgenden Stationen haben zur Zeit Bestellungen nicht synchronisierten
BtnManagerEODExitWizard,Wizard beenden
BtnManagerEODReSync,Synchronisierung neustarten
BtnManagerEODRetrySync,Synchronisierung wiederholen
MsgManagerEODErrorThereAreStillUnsyncedOrders,"Es gibt immer noch synchronisierende und / oder nicht synchronisierte Bestellungen.\n\nEs wird empfohlen, dass die Benutzer an jedem Terminal manuelle Synchronisation durchführen , bevor Sie mit dem Ende des Tages Prozedur fortfahren."
MsgManagerEODFollowInstructionsBellow,Bitte folgen Sie den Anweisungen unten:
MsgManagerEODInstructionsStep1,"Von jedem Kind Terminal, tippen Sie auf die \""Bestellungen\"" und wählen Sie \""Nicht synchronisierte Bestellungen\""."
MsgManagerEODInstructionsStep1BoldOrders,Bestellungen
MsgManagerEODInstructionsStep1BoldUnsyncedOrders,Nicht-synchronisierte Bestellungen
MsgManagerEODInstructionsStep2,Tippen Sie auf eine der nicht synchronisierten Bestellungen um die Bestellungen mit dem Hauptterminal zu synchronisieren.
MsgManagerEODInstructionsLastLines,"Wenn Bestellungen werden nicht synchronisiert, überprüfen Sie bitte Ihre Netzwerkverbindung.\nWenn Bestellungen werden noch nicht synchronisiert, bitte kontaktieren Kunden-Support."
MsgManagerEODLockChildStations,Synchronisierte Terminals aussetzen
MsgManagerEODHasBeenInitiated,Das Ende des Tages Prozedur wurde eingeleitet
MsgManagerEODTerminalWillReactive,"Dieses Terminal wird wieder aktiv, nachdem das Ende des Tages Prozedur abgeschlossen ist oder verlassen wird."
MsgManagerEODTerminalWillAutologout,Das Terminal wird automatisch abgemeldet und die Aktivität einstellen in %@. Bitte melden Sie sich ab
MsgManagerEODFollowingStationsUsersLoggedIn,"Die folgenden Stationen haben noch einen Benutzer, der angemeldet ist"
MsgManagerEODLockedStationsFoundMessage,"Die Liste wird sich automatisch ändern, sobald sich die Benutzer aus diesen Stationen abmelden.\nDer Wizard wird dann automatisch fortfahren.\n\nFalls Sie mit angemeldeten Benutzern auf den Stationen fortfahren möchten, drücken Sie auf \""Weiter”. \nDiese Benutzer werden automatisch abgemeldet innerhalb von %@."
MsgManagerEODLockStationNoConnection,Keine Verbindung
MsgManagerEODLockStationWaitingForResponse,Auf Rückantwort warten
MsgManagerEODMinutesSingular,Minute
MsgManagerEODMinutesPlural,Minuten
MsgManagerSyncLogSignatures,Unterschriften
MsgManagerSyncLogOrders,Bestellungen
MsgManagerSelectLogItem,"Bitte wählen Sie die Log-Option aus, der angezeigt werden soll"
MsgManagerSyncShowButton,Anzeigen
MsgNotSupportedForIphoneApp,Nicht unterstützt für iPhone-App
MsgFullProductDetails,Ausführliche Produktdetails
MsgSyncStatusDownloaded,Heruntergeladen
MsgSyncStatusPercentComplete,Prozent abgeschlossen
MsgAgeVerification,Altersverifikation
MsgCustomerBirthdateMessage,"Die Kunde muss vor %@ geboren sein um diesen Artikel zu kaufen.\nBitte, bestätigen Sie den Personalausweis und das Geburtsdatum des Kunden."
MsgItemDetailsBIN,BIN
MsgItemDetailsDetails,Produkteinzelheiten
BtnItemDetailsInventoryLookup,Inventar\nFinden
MsgWarningDeleteSignature,"Sind Sie sicher, dass Sie die Signatur-Information löschen möchten?"
MsgDeleteSignatureError,Signatur kann nicht von der Platte gelöscht werden
MsgBLECheckedIn,Bluetooth-Kunden-Check-In
MsgOrderDetailsCustomerCheckInfo,Kundenprüfen
MsgAggregate,Summe
MsgVoidServiceProduct,Produkt
MsgVoidServicePrice,Preis
MsgVoidSelectItems,Artikel zu Stornieren
MsgReturnSelectItems,Artikel zur Rücknahme 
MsgVoidReturnSelectItems,Artikel zur Rücknahme 
MsgCompSelectItems,Artikel Gratis abgeben
MsgVoidQtyLeft,Verbleibende Menge
MsgRPIUpdateConfirm,Dies wird PI aktualisieren. Sind Sie sich sicher?
MsgRPIUpdateSuccess,PI erfolgreich aktualisiert
MsgRPIUpdateFail,PI-Aktualisierung fehlgeschlagen
MsgRPICommunicationFail,Kommunikation mit dem Netzwerk-Hub fehlgeschlagen. Das Netzwerkkabel erneut einstecken oder den Hub erneut starten
MsgRPIDevicesInfo,RPI v. %@ Geräteinformation
MsgRPIConnectedDevices,Angeschlossene Geräte
MsgRPINonMappedDevices,Nicht-verzeichnete Geräte
MsgReceiptTitleGuestCheck,GASTRECHNUNG
MsgReceiptTitleHeldOrders,Gehaltene Bestellungen Bericht
MsgReceiptNumberOfHeldOrders,Gehaltene Bestellungen
MsgReceiptTotalSumOfHeldOrders,Summe
MsgOrderExchangeFrom,[aus %@]
MsgOrderExchangeDoneAddItems,Artikel ausgetauscht. Bitte fügen Sie dieser Bestellung neue Artikel hinzu.
MsgOrderExchangeExceedsPurchaseAmountTitle,Mehr Artikel hinzufügen
MsgOrderExchangeExceedsPurchaseAmountMessage,"Tauschbetrag ist höher als den Kaufbetrag. Bitte, fügen Sie mehr Artikel hinzu um den übrigen Betrag zu nutzen."
MsgSelectItemsToExchangeSelectItemsToExchange,Wählen Sie die Artikel für Austausch aus
MsgSelectItemsToExchangePleaseSelectItems,"Bitte, wählen Sie die Artikel für Austausch aus"
MsgSelectItemsToExchangeExchangeCoupons,Diese Bestellung enthält Gutscheine
MsgSelectItemsToExchangeItemsToExchange,Artikel für Austausch
MsgSelectItemsToExchangeQtyLeft,Verbleibende Menge
MsgSelectItemsToExchangeExchange,Austausch
MsgSelectItemsToExchangeOrderHasCoupon,Diese Bestellung enthält einen Gutschein. Beeinflust der Gutschein den Preis des ausgetauschten Artikels?
MsgSelectItemsToExchangeOrderHasCoupons,"Diese Bestellung enthält einen Gutschein. Bitte, wählen Sie alle Gutscheine, die den Preis des ausgetauschten Artikels beeinflussen."
MsgSpecifyReasonForExchangeSpecifyReasonForExchange,Austauschgrund
MsgSpecifyReasonForExchangeGrandTotal,Summe:
MsgReceiptEXCHANGE,AUSTAUSCH
BtnOTEPShowAllOrders,Offene Bestellungen / Ansicht
BtnOTEPShowAllTodaysOrders,Heutige Bestellungen / Ansicht
BtnOTEPTables,Tische
BtnOTEPBarTabs,Stehplätze
BtnOTEPBarTab,Stehplatz
BtnTablesNewOrder,Bestellung
BtnTablesNewTab,Stehplatz
BtnTablesNewParty,Gruppe
MsgTransferOrdersTableHeader,Bestellungen übertragen | Wählen Sie Tisch(e) und/oder Stehplatz aus
BtnTransferOrdersTransfer,Übertragung
BtnTransferOrdersHideClockedOutEmployees,Abgemeldete Angestellten ausblenden
BtnTransferOrdersAllEmp,Alle Ang.
BtnTransferOrdersClockedIn,Angemeldet
MsgTransferOrdersTransfersFailed,Übertragungen fehlgeschlagen
MsgTransferOrdersTransfersFailedForOrders,Übertragungen fehlgeschlagen für Bestellung(en) mit den Bestell-IDs:
BtnTransferOrdersClockedInOnly,Nur Angemeldeten
BtnTransferOrdersAllEmployees,Alle Mitarbeiter
MsgExistingDiscounts,Bestehende Rabatte für Artikel
MsgItemName,Produktname
MsgDiscountName,Rabattname
MsgReplaceDiscountAmount,Rabattbetrag
MsgReplaceDiscount,Rabatt ersetzen?
MsgTheseItemsHaveDiscounts,Diese Artikel haben bereits Rabatte angewandt. Rabatte auswechseln?
MsgStanfordPhotoConfirmation,"Bitte, prüfen Sie und bestätigen das Foto"
MsgStanfordCheckBalance,"Bitte, prüfen Sie den Saldo"
MsgWaitingForFoodNonFood,Warten auf Trinkgeld-Auswahl
MsgEditEntry,Eingabe bearbeiten
MsgAssignTable(s),Tische zuordnen
MsgSendMessage,Meldung versenden
MsgRemoveEntry,Eingabe entfernen
MsgPleaseFillPhoneNumberProceedToEditTheReservation,"Bitte, geben Sie die Telefonnummer ein. Fahren Sie mit der Änderung der Reservierung fort?"
MsgSendSMSmessageTo,SMS senden an %@
MsgSendEmailTo,Email senden an %@
MsgSendingFailed,Versand fehlgeschlagen
MsgYouHaveAnReservation,Sie haben eine Reservierung
MsgNextReservation,Nächste Reservierung
MsgPreviousAssignment,Vorherige Aufgabe
MsgEditReservation,Reservierung bearbeiten
MsgAddReservation,Reservierung hinzufügen
MsgWaitlist,Warteliste
MsgAddNewParty,Neue Gruppe hinzufügen
MsgAllChangesWillBeLostContinue,Alle Änderungen werden verloren gehen. Fortfahren?
MsgBirthday,Geburtstag
MsgNoTable(s)Assigned,Kein(e) Tisch(e) zugeordnet
MsgPleaseFillName,"Bitte, Name eingeben"
MsgPleaseFillPhoneNumber,"Bitte, Nummer eingeben"
MsgPleaseFillRefCode,Bitte Ref. Code ausfüllen
MsgThereArentAvailableSeatsWouldYouLike,Es gibt keine freien Plätze. Möchten Sie eine neue Reservierung anlegen?
MsgWalkIn,Walk In
MsgCallIn,Call In
MsgShortManual,M: %ld
MsgPartyNSize,Gruppen\nGröße
MsgPartySize,Gruppengröße
MsgEnterPartySize,Gruppengröße eingeben
MsgCheckNIn,Anmeldung
MsgThisTableIsOccupiedWhatWouldYouLikeToDo,Dieser Tisch ist besetzt. Wie möchten Sie fortfahren?
MsgMerge,Verknüpfen
MsgKeepSeparate,Getrennt halten
MsgSeated,Platziert
MsgPleaseSelectAnyTable,"Bitte, wählen Sie einen Tisch aus"
MsgAssign,Zuweisen
MsgPleaseSelectTableSections,"Bitte, wählen Sie einen Tischbereich aus"
MsgTables,Tische
MsgTable(s),Tisch(e)
MsgHistory,History
MsgPresent,Aktuell
MsgWaiting,Wartezeit
MsgWaited,Gewartete Zeit
MsgTargeted,Gezielte Zeit
MsgTimeNSeatedNRemoved,Zeit\nPlatziert/\nEntfernt
MsgRemovalReason,Entfernungsgrund
MsgReasonForRemoval,Entfernungsgrund
MsgReturnToWaitlist,Zurück zur Warteliste
MsgEst.TimeNUntilReady,Gesch. Zeit\nbis bereit
MsgEditNEntry,Bearbeiten\nEingabe
MsgSeatNParty,Gruppe\nPlatz.
MsgNewParty,Gruppe
MsgReservationsDashboard,Reservierungs-Übersichtseite
MsgCapacityUtilization,Kapazitätsauslastung
MsgRefreshing,Aktualisierung
MsgIncludedTags,Tags inklusive
MsgDaysIncludedInAverage,Im Durchschnitt enthaltene Tage
MsgQuotedWait,Notierte Wartezeit
MsgPartyDetails,Gruppendetails
MsgTablePreferences,Tisch-Präferenzen
MsgAddToWaitlist,Zur Warteliste hinzufügen
MsgFilterByPreferences,Filtern nach Präferenzen
MsgNParties,Gruppen
MsgTotalGuests,Gäste Insgesamt
MsgAvailableTables,Verfügbare Tische
MsgAvailableCapacity,Verfügbare Plätze
MsgReservations,Reservierungen
MsgSendMessage(s),Meldung(en) versenden:
MsgHistoryIsNotSupportedNow,History ist jetzt nicht unterstützt
MsgSections,Bereiche
MsgSuggestions,Vorschläge
MsgAllTables,Alle Tische
MsgSeating,Plätze
MsgDay(s),Tag(e)
MsgSomeChangesHaveBeenMade,Einige Änderungen wurden gemacht. Möchten Sie diese speichern bevor Sie fortfahren?
MsgOrderCanceled,Bestellung storniert
MsgOrderClosed,Bestellung abgeschloßen
MsgKeyTableStatus,Schlüssel - Tisch Status
MsgPartyAutoNotify,Automatisch Benachrichtigung durch Text
MsgWaitlistSearchPlaceholder,Geben Sie die Rechnungsnummer oder den Kundennamen ein
MsgFieldRequiredToSaveCustomerRecord,"%@ es ist erforderlich Kundendaten wie im Revel-System konfiguriert zu speichern. Schließen Sie dieses Fenster und geben Sie den gültigen und eindeutigen Kunden %@ ein oder drücken Sie auf \""Weiter\"" um die Gruppe zu buchen, ohne permanent Kundendaten zu speichern."
MsgWaitlistPhoneNumber,Telefonnummer
MsgIncomingSms,Eingehende SMS
MsgOutcomingSms,Ausgehende SMS
MsgGasStationStartFueltransactionConfirmation,Möchten Sie die Transaktion für %@ autorisieren?\n\nPumpennummer: %d\nMenge: %.2f\nPreis: %.2f\nSumme: %.2f
MsgGasStationSelectClearType,Wählen Sie eine Löschart aus
MsgGasStationFailedToClearTransactionPleaseTryAgain,Löschen der Transaktion ist fehlgeschlagen. Bitte erneut versuchen
MsgGasStationInternalErrorNoFuelTransactionFound,Internalfehler. Keine Kraftstoff-Transaktion gefunden
MsgSomeTransactionsAreNotCleared,%d Transaktion(en) sind nicht gelöscht
MsgForecourtSuccessfullyUpdated,Vorplatz-Kontroller erfolgreich aktualisiert
MsgForecourtController,Vorplatz Regler
MsgForecourtControllerPriceUpdateFailed,Vorplatz-Kontroller erfolgreich aktualisiert
BtnMoveOrdersMove,Verschieben
BtnMoveOrdersMerge,Verknüpfen
BtnMoveOrdersTablesInUse,Besetzte Tische anzeigen
BtnMoveOrdersTablesNotInUse,Verfügbare Tische anzeigen
MsgMoveOrdersIsNotPossible,"Die Verschiebung ist nicht möglich, weil die Bestellung mit der Haupt-Station nicht synchronisiert ist."
MsgMoveOrdersTableHeader,Bestellungen verschieben | Tisch(e) und/oder Stehplatz wählen
MsgMoveOrdersPleaseSelectOrders,Wählen Sie eine oder mehrere Bestellungen
MsgMoveOrdersOtherOrders,Andere Bestellungen
MsgMoveOrdersSortBy,Sortiere nach
MsgMoveOrdersTableOrTab,Tisch / Stehplatz
MsgMoveOrdersOrderStatus,Bestellstatus
BtnMoveOrdersTodaysOrdersByEmp,Heutige Bestellungen - nach Ang.
BtnMoveOrdersTodaysOrdersByTab,Heutige Bestellungen - nach Stehp.
BtnMoveOrdersTodaysOrdersByCap,Heutige Bestellungen - nach Cap.
BtnMoveOrdersTodaysOrdersBySec,Heutige Bestellungen - nach Ber.
BtnMoveOrdersTodaysOrdersByOrdS,Heutige Bestellungen - nach Best.
BtnMoveOrdersTodaysOrdersByOrd,Heutige Bestellungen - nach Bestll.
MsgMoveOrdersAllSections,Alle Bereiche
MsgMoveOrdersSelectDestination,Ziel wählen
MsgMoveOrdersRefundManually,Nur Artikel können verschoben werden. Die Zahlungen für die %@ Bestellung können nicht verschoben werden und müssen manuell erstattet werden.
MsgMergeOrdersWhichToKeep,Welche Bestellung möchten Sie halten?
MsgMergeOrdersTableHeader,Bestellungen verknüpfen | Bestellungen zur Verknüpfung auswählen
MsgMoveOrdersPaymentsRefundManually,Die Zahlungen für die Bestellungen: %@ können nicht verschoben werden und müssen manuell erstattet werden. 
MsgMoveOrdersPaymentsDiscountMove,Die Rabatte für Bestellungen können nicht verschoben werden und müssen manuel wieder angewandt werden.
MsgMoveOrdersPaymentsServiceFeeMove,Die Servicegebühren für Bestellungen können nicht verschoben werden und müssen manuel wieder angewandt werden.
MsgMergeOrderSplitBillsClear,Die getrennte Rechnungen für Bestellung: %@ wurden entfernt. Sind Sie sicher?
MsgMoveMergeOrderPaymentMoved,Urspüngliche Zahlung wurde zur Bestellung verschoben
MsgMergeOrders,Bestellungen verknüpfen
MsgMoveOrdersIsNotPossibleDueDestinationOrder,"Die Verknüpfung ist nicht möglich, weil diese Bestellungs-ID %@ getrennte Rechnungen hat. Bitte, rechnen Sie die getrennte Rechnungen manuell ab."
MsgGiftCardBlances,Ihre neuen Saldo sind unten angezeigt
MsgBLEServiceGiftRewardCaption,Geschenkkarte / Prämienkarte
MsgOrderCustomerTrackingNumber,"Bestellung #, Kunde, Trackingnummer"
MsgOrderCustomer,"Bestellung #, Kunde"
MsgShipped,Versandt
MsgNormal,Normal
MsgComments,Kommentare
