LocaleIdentifier,FR
MsgKdsKdshasntBeenInitializedTheUpdatedSettings,"Le système d’affichage en cuisine n’a pas été initialisé. Impossible de télécharger les paramètres mis à jour sur le serveur. Pour initialiser, veuillez vous rendre sous Paramètres et appuyez sur Actualiser."
MsgKdsHasntBeenSynchronizedWithPos,Le système d’affichage en cuisine n’a pas été synchronisé avec le TPV. Réessayez d’actualiser dans 1 min
MsgKdsTheSettingsAreDownloadedSuccessfully,Paramètres téléchargés avec succès
MsgKdsTheCurrentDeviceDoesNotExistInTheEstablishment,L’appareil actuel n’existe pas dans l’établissement %d
MSgKdsServerCommunicationIssuePleaseCheckYourNetwork,Problème de communication du serveur. Veuillez vérifier votre réseau
MsgKdsWaiting,En attente
MsgKdsInProgressMode,Mode “En cours” :
MsgKdsDoubleTapToComplete,Appuyez deux fois pour terminer
MsgKdsInProgress,En cours
MsgKdsLanguagePackHasBeenUpdated,Le pack linguistique a été mis à jour. Veuillez redémarrer le système d’affichage en cuisine.
MsgKdsPrint,Imprimer
MsgKdsTapDoneonWaitingOrders,Appuyer sur Terminer pour les commandes en attente
MsgKDSWelcomeTourTitleScreen1,Bienvenue au Système d'affichage en cuisine Revel!
MsgKDSWelcomeTourTextScreen1,Le système d'affichage en cuisine Revel (KDS) est un excellent moyen pour améliorer l'efficacité et accélérer la communication entre le service et la cuisine.
MsgKDSWelcomeTourTextScreen2,Choisissez entre différents styles d'affichage en fonction des préférences de votre personnel de cuisine.
MsgKDSWelcomeTourTextScreen3,Le Revel KDS est entièrement personnalisable et offre des options de réglage pour chaque mode d'affichage.
MsgKDSWelcomeTourTitleScreen4,Configuration de votre Système d'affichage en cuisine Revel
MsgKDSWelcomeTour4AdditionalText,"Une fois le système d'affichage en cuisine configuré sur la console de gestion par votre administrateur Revel, il sera prêt !"
MsgKDSWelcomeTourTextScreen4,"Si besoin d'assistance, merci d'appeler"
MsgKDSWelcomeTour4PhoneNumber,1.415.744.1433
MsgKdsMarkAllComplete,Marquer Tous terminés
MsgKdsMarkAsDone,Marquer comme fini
MsgKdsContinued,Poursuivi
MsgProductAdded,Produit ajouté
MsgSelectACategory,Sélectionner une catégorie
MsgSelectASubcategory,Sélectionner une sous-catégorie
MsgSelectAProduct,Sélectionner un produit
MsgFailedOrders,Liste de commandes échouées
MsgFailedTitle,Échec de l’opération
MsgDescription,Description
MsgRetriesCount,Compte de tentatives
MsgOrderInfoDescription,Commande : %@
MsgOrderInfoCreated,Créée le : %@
MsgOrderInfoCreatedNoArgs,Créer
MsgCustomerInfoUpdated,Info sur client mise à jour
MsgManagerSyncLog,Synchroniser le journal
MsgManagerSyncLogMaxRetries,Synchroniser le nombre maximum de tentatives
MsgSalesReportError,Échec de récupération du rapport de la vente.
MsgManagerRunEOD,Procédure de fin de la journée
MsgManagerNeedsToRunEOD,Il est nécessaire d'exécuter la procédure de Fin de la journée
MsgManagerEOD,Fin de la journée
MsgManagerEODTaskCloseNullOrders,Fermer les cmd avec le solde 0
MsgManagerEODCloseNullOrdersProgress,Fermeture des commandes dont le solde est de 0.00...
MsgManagerEODTaskReconcileOrders,Rapprocher les commandes ouvertes
MsgManagerEODTaskProcessCreditCards,Traiter toutes les cartes de crédit
MsgManagerEODTaskDeclinedPayments,Paiements refusés
MsgManagerEODTaskOfflinePayments,Paiements hors ligne
MsgManagerEODTaskConfirmTimeCards,Confirmer les cartes de pointage
MsgManagerEODTaskCloseAllTills,Fermer toutes les caisses
MsgManagerEODVoidRefundButton,Annuler/\nRembourser
MsgManagerEODCloseCashButton,Fermer comme\nespèces
MsgManagerEODCloseToCreditPlusButton,Fermer comme\nCrédit +
MsgManagerEODCarryNextDayButton,Reporter au\nJour suivant
MsgManagerEODGoToOrderButton,Aller\nà la cmd
MsgManagerEODPrintReport,Imprimer le rapport
MsgManagerEODPrintFiscalReports,Imprimer les rapports fiscaux
MsgManagerEODTaskAdditionalTasks,Tâches supplémentaires
MsgManagerEODCloseTillButton,Fermer
MsgManagerEODCloseVirtualTillButton,Fermer
MsgManagerEODTillsOpened,Ouvert
MsgManagerEODPosStation,TPV
MsgManagerEODContinueShift,Rester en service
MsgManagerEODClockOutAll,Pointer tous au départ
MsgManagerEODNoTasksAlert,Aucune tâche à exécuter
MsgManagerEODMarkComplete,Marquer comme terminé
MsgManagerEODProcessSuccess,La procédure de fin la de journée est terminée. Tous les TPV seront actualisés maintenant.
MsgManagerEODProcessSuccessMain,La fin de la journée est finalisée. Le TPV sera actualisé maintenant.
MsgManagerEODReportsAllEmployees,Tous les employés dans un rapport
MsgManagerEODReportsAllEmployeesAgg,Tous les employés (Cumulatif)
MsgManagerEODReportsAllStationsAgg,Tous les terminaux (Cumulatif)
MsgManagerEODRunPrompt,Veuillez exécuter la “Procédure de Fin de la journée”
MsgManagerEODGoToNextStep,Étape suivante
MsgManagerEODUnableToRun,Impossible d’exécuter “Fin de la journée”
MsgManagerEODCurrentOrderOpen,La commande n°%@ est ouverte. Veuillez fermer la commande avant d’exécuter “Fin de la journée”.
MsgManagerEODActiveTransactionsError,Vous avez des transactions non finalisées. Merci de compléter toutes les transactions avant d'exécuter la procédure de fin de la journée.
MsgManagerEODActivePumpAuthorizationError,Une autorisation active sur une pompe attend l’action de l’utilisateur. Merci de compléter l’atomisation avant d’exécuter \n“Fin de la journée”
MsgManagerEODError,Impossible de poursuivre la procédure de fin de la journée.
MsgPrintReportsBEError,Impression des rapports
MsgManagerEODCustomStepsCompleted,Toutes les tâches supplémentaires accomplies pour aujourdhui.
MsgManagerEODFiscalReportPrinted,Le rapport a été déjà imprimé pour aujourd’hui.
MsgManagerEODClockOutEmployees,Pointer les employés au départ…
MsgManagerEODBatchClockOutError,Impossible de pointer au départ un ou plusieurs employés.\nSouhaitez-vous passer à l’étape suivante quand même ?
MsgManagerEODPrintReportUsersEmpty,Rien à imprimer. Utilisateurs pour des transactions  exécutées dans l’établissement introuvables.
MsgManagerEODChildsError,TPV %@ ne sont actuellement pas synchronisés avec le terminal principal.\nPoursuivre quand même?
MsgManagerEODSelectPrintOptions,Merci de sélectionner vos options d’impression
MsgManagerEODEmployeesCaption,Employés
MsgManagerEODSynLogMenu,Fin de la journée
MsgManagerEODSynLogStarted,Fin de la journée a débuté
MsgManagerEODSynLogFinished,Fin de la journée est terminée
MsgManagerEODFiscalPrintersNotFoundError,"Imprimantes fiscales introuvables, merci de vérifier la configuration"
MsgManagerEODFiscalPrinterBusyError,"Imprimante fiscale est occupée, merci de réessayer plus tard"
MsgManagerEODBusinessDayNotClosed,Le jour effectif pas été complété sur tous les terminaux.\nImposer la fin du jour effectif?
MsgManagerEODSendingFinishLog,Envoi du journal final
MsgManagerEODOfflineStanford,Paiements CS Gold hors ligne
MsgManagerEODSkipStep,Sauter l’étape
MsgManagerEODFiscalReportCompletedOnAllStations,Les rapports fiscaux imprimés sur tous les terminaux avec succès
MsgManagerEODFiscalReportPrintFailedOnStations,Echec d'impression des rapports fiscaux sur les terminaux suivants:
MsgManagerEODFiscalReportPrintRetryOption,Voulez-vous réessayer l'impression sur les terminaux à échec ou continuer d'imprimer les rapports manuellement?
MsgManagerEODFiscalReportPrintManually,Merci d'imprimer manuellement les rapports fiscaux directement depuis les terminaux échoués avant de cliquer sur continuer. 
MsgManagerEODErrorUnsyncedOrdersCheck,Vérification de commandes non synchronisées
MsgManagerEODErrorFollowingStationsDidNotRespond,Les terminaux suivants n'ont pas répondu
MsgManagerEODErrorFollowingStationsHaveOrdersSyncing,Les terminaux suivants ont des ordres avec synchronisation en cours (le plus probablement à cause d'un problème de réseau)
MsgManagerEODErrorAndTheFollowingUnsyncedOrders,et les commande non synchronisées suivantes
MsgManagerEODErrorFollowingStationsHaveOrdersUnsynced,Les terminaux suivants ont actuellement des commandes non synchronisées
BtnManagerEODExitWizard,Quitter Wizard
BtnManagerEODReSync,Re-synchroniser 
BtnManagerEODRetrySync,Réessayer la synchronisation
MsgManagerEODErrorThereAreStillUnsyncedOrders,Il reste toujours des commandes à synchroniser / ou non-synchronisées.\n\nIl est recommandé que les utilisateurs exécutent une synchronisation manuelle sur chaque terminal avant de procéder à la procédure de Fin de la journée.
MsgManagerEODFollowInstructionsBellow,"Merci de suivre les instructions, ci-après:"
MsgManagerEODInstructionsStep1,"Depuis chaque terminal esclave, tapez sur le bouton \""Commandes\"" et sélectionnez \""Commandes non synchronisées\"""
MsgManagerEODInstructionsStep1BoldOrders,Commandes
MsgManagerEODInstructionsStep1BoldUnsyncedOrders,Commandes non synchronisées
MsgManagerEODInstructionsStep2,Taper sur une commande non-synchronisée pour la synchroniser avec le terminal Maître
MsgManagerEODInstructionsLastLines,"En cas d'échec de synchronisation de commandes, merci de vérifier la connexion réseau.\nSi la synchronisation des commandes continue à échouer, merci de contacter l'assistance client. "
MsgManagerEODLockChildStations,Suspendre les Terminaux synchronisés
MsgManagerEODHasBeenInitiated,La procédure de Fin de la journée a été initiée.
MsgManagerEODTerminalWillReactive,Ce terminal va se réactiver suite à l'accomplissement de la procédure de Fin de la journée ou si vous le quittez
MsgManagerEODTerminalWillAutologout,Ce terminal va se déconnecter automatiquement et suspendre l'activité dans %@. Merci de vous déconnecter
MsgManagerEODFollowingStationsUsersLoggedIn,Les terminaux suivants ont déjà un utilisateur connecté
MsgManagerEODLockedStationsFoundMessage,"La liste va changer automatiquement une fois les utilisateurs déconnectés depuis ces terminaux.\nThe wizard will then proceed automatically.\n\nSi vous voulez continuer avec les utilisateurs connectés sur les terminaux, appuyez sur “Suivant”.\nCes utilisateurs vont se déconnecter automatiquement dans %@."
MsgManagerEODLockStationNoConnection,Pas de connexion
MsgManagerEODLockStationWaitingForResponse,En attente de réponse
MsgManagerEODMinutesSingular,minute
MsgManagerEODMinutesPlural,minutes
MsgManagerSyncLogSignatures,Signatures
MsgManagerSyncLogOrders,Commandes
MsgManagerSelectLogItem,Veuillez sélectionner un élément de journal pour afficher
MsgManagerSyncShowButton,Afficher
MsgNotSupportedForIphoneApp,Non pris en charge par les applis iPhone
MsgFullProductDetails,Tous les détails du produit
MsgSyncStatusDownloaded,Téléchargé
MsgSyncStatusPercentComplete,Pourcents complétés
MsgAgeVerification,Vérification de l’âge
MsgCustomerBirthdateMessage,Le client doit être né avant %@ pour acheter ce produit.\nVeuillez confirmer la pièce d’identité et la date de naissance du client.
MsgItemDetailsBIN,BIN
MsgItemDetailsDetails,Informations produit
BtnItemDetailsInventoryLookup,Stock\ndans l’inventaire
MsgWarningDeleteSignature,Êtes-vous sûr de vouloir effacer les informations de la signature ?
MsgDeleteSignatureError,Impossible d’effacer la signature du disque
MsgBLECheckedIn,Enregistrement des clients par Bluetooth
MsgOrderDetailsCustomerCheckInfo,Vérifier le client
MsgAggregate,Total
MsgVoidServiceProduct,Produit
MsgVoidServicePrice,Prix
MsgVoidSelectItems,Produit(s) à annuler
MsgReturnSelectItems,Produit(s) à retourner
MsgVoidReturnSelectItems,Produit(s) à retourner
MsgCompSelectItems,Produit(s) à offrir
MsgVoidQtyLeft,Qté restante
MsgRPIUpdateConfirm,Le PI sera mis à jour. Voulez-vous vraiment continuer ?
MsgRPIUpdateSuccess,Mise à jour du PI réussie
MsgRPIUpdateFail,Échec de la mise à jour du PI
MsgRPICommunicationFail,Échec de la communication avec le concentrateur réseau. Veuillez rebranchez le câble réseau ou redémarrez le concentrateur.
MsgRPIDevicesInfo,Informations sur les périphériques RPI v. %@
MsgRPIConnectedDevices,Périphériques connectés
MsgRPINonMappedDevices,Périphériques non mappés
MsgReceiptTitleGuestCheck,REÇU DU CLIENT
MsgReceiptTitleHeldOrders,RAPPORT DES COMMANDES SUSPENDUES
MsgReceiptNumberOfHeldOrders,Commandes suspendues
MsgReceiptTotalSumOfHeldOrders,Total
MsgOrderExchangeFrom,[de %@]
MsgOrderExchangeDoneAddItems,Produits échangés.  Veuillez ajouter de nouveaux produits à cette commande.
MsgOrderExchangeExceedsPurchaseAmountTitle,Ajouter plus de produits
MsgOrderExchangeExceedsPurchaseAmountMessage,La valeur d’échange est supérieure au montant de l’achat. Veuillez ajouter des produits pour utiliser les fonds restants.
MsgSelectItemsToExchangeSelectItemsToExchange,Sélectionner un/des produit(s) à échanger
MsgSelectItemsToExchangePleaseSelectItems,Veuillez sélectionner des produits à échanger.
MsgSelectItemsToExchangeExchangeCoupons,La commande a des bons
MsgSelectItemsToExchangeItemsToExchange,Produit(s) à échanger
MsgSelectItemsToExchangeQtyLeft,Qté restante
MsgSelectItemsToExchangeExchange,Échanger
MsgSelectItemsToExchangeOrderHasCoupon,Cette commande bénéficie d’un coupon.  Ce coupon a-t-il une influence sur le prix du/des produit(s) échangé(s) ?
MsgSelectItemsToExchangeOrderHasCoupons,Cette commande bénéficie des coupons.  Sélectionnez un coupon qui ait une influence sur le prix du/des produit(s) échangé(s).
MsgSpecifyReasonForExchangeSpecifyReasonForExchange,Préciser le motif de l’échange
MsgSpecifyReasonForExchangeGrandTotal,Total général :
MsgReceiptEXCHANGE,ÉCHANGER
BtnOTEPShowAllOrders,Afficher toutes les commandes ouvertes
BtnOTEPShowAllTodaysOrders,Afficher toutes les commandes du jour
BtnOTEPTables,Tables
BtnOTEPBarTabs,Notes de bar
BtnOTEPBarTab,Note de bar
BtnTablesNewOrder,+Nlle cmd
BtnTablesNewTab,+Nlle Note de bar
BtnTablesNewParty,+ Nv groupe
MsgTransferOrdersTableHeader,Transférer les commandes | Sélectionner une/des table(s) et/ou une/des note(s) de bar
BtnTransferOrdersTransfer,Transférer
BtnTransferOrdersHideClockedOutEmployees,Masquer les employés pointés au départ
BtnTransferOrdersAllEmp,Tous Emp.
BtnTransferOrdersClockedIn,Pointé à l’arrivée
MsgTransferOrdersTransfersFailed,Échec des transferts
MsgTransferOrdersTransfersFailedForOrders,Échec des transferts pour les commandes ayant pour ID :
BtnTransferOrdersClockedInOnly,Pointé à l’arrivée seulement
BtnTransferOrdersAllEmployees,Tous les employés
MsgExistingDiscounts,Réductions existantes sur l’/les produit(s)
MsgItemName,Nom du produit
MsgDiscountName,Nom de la réduction
MsgReplaceDiscountAmount,Montant de la réduction
MsgReplaceDiscount,Remplacer la réduction ?
MsgTheseItemsHaveDiscounts,Ces produits ont déjà des réductions. Remplacer les réductions ?
MsgStanfordPhotoConfirmation,Vérifier et confirmer la photo
MsgStanfordCheckBalance,Vérifier le solde
MsgWaitingForFoodNonFood,En attente de la sélection du pourboire
MsgEditEntry,Modifier l’entrée
MsgAssignTable(s),Assigner une/des table(s)
MsgSendMessage,Envoyer un message
MsgRemoveEntry,Supprimer l’entrée
MsgPleaseFillPhoneNumberProceedToEditTheReservation,Veuillez entrer le numéro de téléphone. Poursuivre la modification de la réservation ?
MsgSendSMSmessageTo,Envoyer un SMS à %@
MsgSendEmailTo,Envoyer un e-mail à %@
MsgSendingFailed,Échec de l’envoi
MsgYouHaveAnReservation,Vous avez une réservation.
MsgNextReservation,Réservation suivante
MsgPreviousAssignment,Réservation précédente
MsgEditReservation,Modifier la réservation
MsgAddReservation,Ajouter une réservation
MsgWaitlist,Liste d’attente
MsgAddNewParty,Ajouter un nouveau groupe
MsgAllChangesWillBeLostContinue,Toutes les modifications seront perdues. Continuer ?
MsgBirthday,Date de naissance
MsgNoTable(s)Assigned,Aucune table assignée
MsgPleaseFillName,Veuillez indiquer le nom
MsgPleaseFillPhoneNumber,Veuillez indiquer le numéro de téléphone
MsgPleaseFillRefCode,Merci d'entrer le code de réf.
MsgThereArentAvailableSeatsWouldYouLike,Aucune place disponible. Souhaitez-vous créer une nouvelle réservation ?
MsgWalkIn,Arrivé
MsgCallIn,Appel
MsgShortManual,M : %ld
MsgPartyNSize,Groupe d’invités\nNombre
MsgPartySize,Nombre d’invités du groupe
MsgEnterPartySize,Saisir le nombre d’invités
MsgCheckNIn,Enregistrement\n
MsgThisTableIsOccupiedWhatWouldYouLikeToDo,Cette table est occupée. Que souhaitez-vous faire?
MsgMerge,Fusionner
MsgKeepSeparate,Garder séparé
MsgSeated,Assis
MsgPleaseSelectAnyTable,Veuillez sélectionner une table
MsgAssign,Assigner
MsgPleaseSelectTableSections,Veuillez sélectionner des sections des tables.
MsgTables,Tables
MsgTable(s),Table(s)
MsgHistory,Historique
MsgPresent,Présent
MsgWaiting,Temps dattente
MsgWaited,Temps d’attente
MsgTargeted,Temps ciblé
MsgTimeNSeatedNRemoved,Temps\nAssis/\nRetiré
MsgRemovalReason,Raison de suppression
MsgReasonForRemoval,Motif de la suppression
MsgReturnToWaitlist,Retour à la liste d’attente
MsgEst.TimeNUntilReady,Tps estimé\n av. dispo.
MsgEditNEntry,Modifier\n l’entrée
MsgSeatNParty,Prêts\n à s'asseoir
MsgNewParty,+ Nv groupe
MsgReservationsDashboard,Tableau des réservations
MsgCapacityUtilization,Utilisation de capacité
MsgRefreshing,Actualisation
MsgIncludedTags,Marques-tables inclus
MsgDaysIncludedInAverage,Jours inclus en moyenne
MsgQuotedWait,Attente indiquée
