LocaleIdentifier,RU
MsgOnboardingLimitReceiptlessReturnsTo,Возврат без чека
MsgOnboardingReceiptlessReturnTender,Возврат без чека
MsgOnboardingCashCredit,Журнал операций с наличными и кред. картами
MsgOnboardingWouldYouLikeSetUpProducts,Создать новый продукт с ненайденным баркодом?
MsgOnboardingEnableOfflineCreditCardPayments,Отключить оплату кредитными картами в автономном режиме
MsgOnboardingMaximumAmountForSingleOfflinePayment,Максимальная сумма автономного платежа
MsgOnboardingMaximumAmountForUnprocessedOfflinePayments,Максимальная общая сумма по необработанным автономным платежам
MsgOnboardingMaximumAmountForUnprocessedDeclinedPayments,Максимальная общая сумма по необработанным отклоненным платежам
MsgOnboardingHowWouldYouLikeEmployeesLogInOut,Выберите способ получения счета.
MsgOnboardingCloseHeldReceiptsAt,Завершить отложенные заказы
MsgOnboardingClockingIn,Регистрация времени прихода
MsgOnboardingHowWouldYouLikeEmployeesToClockIn,Выберите способ получения счета.
MsgOnboardingEmployeesMustClockInToAccessiPad,Сотрудник не зарегистрировал время прихода
