LocaleIdentifier,QA
MsgOnboardingPaymentMethodsTooltip,"ЖThis screen allows you to pick which types of payments you would like to accept when ringing up a sale. For each method of payment, you can decide whether or not you want Revel to print a receipt for the customer.\n\nIn addition to these standard payment methods, Revel supports alternative payment options such as manual credit cards, non-integrated credit cards, checks, etc.\n\nIf you are interested in learning more about these alternative payment methods, please let us know when we call you back to continue setup."
MsgOnboardingPaymentProcessorTooltip,"ЖProcessors and gateways are necessary to complete credit card transactions with Revel. When credit cards are swiped, the transaction data is sent to the selected gateway, which in turn encrypts and authorizes payments. Once the transaction is completed, a message is sent from the POS to the gateway and the funds are released to the processor. The processor then transfers funds from the client's consumer’s bank to the client's bank.\n\nTo process credit card transactions, Revel Systems offers several options both in terms of hardware and credit card processing. To view hardware options, please visit Revel's Hardware/Peripherals page."
MsgOnboardingSalesTaxTooltip,"ЖIn this section, we are going to set up taxes for your system. The tax rate you enter here will be a charge placed onto the order based on the items sold.  This will be the default tax that will be applied to all your products at the time of the order, so you will not need to choose the included products that are affected by this tax.\n\nFor more complicated tax scenarios, please discuss with a Revel specialist when on your followup call."
MsgOnboardingReturnsTooltip,"ЖThis will allow you to process a return for an item without having to pull up the original order. For instance, you may need to allow this if a customer has lost their receipt.  With a receiptless return, users have the ability to return the item back to inventory and refund the customer via cash or store credit."
MsgOnboardingLimitReceiptlessReturnsToTooltip,ЖWho should be allowed to perform a return / refund without a receipt? Managers and above or any employee?
MsgOnboardingReceiptlessReturnTenderTooltip,"ЖSelect what kind of tender you will accept for receiptless returns. In the case of cash, you will make a payout to the customer. For store credit, a new transaction will be created. The customer may immediately add products to this order, or the order may be closed and paid out as a gift card."
MsgOnboardingPOSProductListMenuOptionsTooltip,ЖProducts are the mainstay of any business. This quick settings allow you to configure how products are displayed on the point of sale screen. Revel’s flexibility provides several options for interacting with the product list.
MsgOnboardingAlwaysOnModeTooltip,"ЖAlways On Mode is part of what makes Revel truly outstanding in the world of iPad point of sale systems.\n\nTraditional point of sale systems run on a local network, which ensured network speed but meant the owner had to deal with bulky hardware and expensive maintenance. With the advent of cloud-based computing, owners can now manage and access reports and business information from anywhere.\n\nRevel’s POS utilizes Hybrid Network Architecture, which offers the best of both worlds: the convenience and accessibility of the cloud and the reliability of a local network. When WiFi is slow Revel’s iPad POS Always On Mode enables a business to continue processing credit card payments locally on the device - once connectivity returns, data simply re-syncs with the cloud."
MsgOnboardingEnableOfflineCreditCardPaymentsTooltip,"ЖWhen Enabled, if the iPad cannot reach the payment processor, it will accept and hold the transaction until the processor can be reached.  When disabled, if the iPad cannot reach the payment processor, credit card payments will be rejected."
MsgOnboardingMaximumAmountForSingleOfflinePaymentTooltip,ЖThis is the maximum amount the iPad will allow to be charged in a single transaction while offline. Larger charges will be rejected
MsgOnboardingMaximumAmountForUnprocessedOfflinePaymentsTooltip,"ЖThis is the total amount of credit card payments that can be held offline by the system at any one time. Once this limit is reached, additional credit payments will be rejected. When the system is able to reach the payment processor again, these held payments will be removed from the queue and processed."
MsgOnboardingLoggingInOutTooltip,ЖLogging in allows the user to use the Revel App. This is different than clocking in and time tracking which will be covered in the next step.
MsgOnboardingAutomaticallyLogOutInactiveEmployeesTooltip,ЖNon-managers will be automatically logged out of the POS after the system has been idle for a specified amount of time.
MsgOnboardingAutomaticallyLogOutAfterEachTransactionTooltip,ЖNon-managers will be automatically logged out of the POS after tapping Done on an order.
MsgOnboardingCloseHeldReceiptsEachNightTooltip,"ЖIf enabled, the POS will attempt to close all held orders at the designated time. It is recommended that retail establishments enabled this. Orders with payments that do not match will remain held."
MsgOnboardingClockingInTooltip,"ЖLabor management is made easy with our advanced suite of features, including scheduling and payroll. Create and modify schedules for every employee based on forecasted activity. Toggle between shift, hours and wage views, and email schedules directly to employees.\n\nIf you are interested in learning more about our employee management functionality, you can discuss this with the Revel specialist on your followup call."
MsgOnboardingRequirePhotoToClockInTooltip,"ЖIf enabled, employees will be required to take a picture of themselves as part of the clock in procedure. This can help reduce the fraud such as ‘buddy-punching."
MsgOnboardingEmployeeListTooltip,"ЖEvery business has employees that fill several different roles. They can range from part-time to full-time, hourly versus salaried, front of house versus back of house, etc. To accommodate the variety in personnel, Revel Systems is able to discern between the various roles and assign specific wages to individual employees.\n\n* First Name – Employee’s first name\n* Last Name – Employee’s last name\n* PIN – unique 4-digit PIN that the employee will use to login to the iPad\n* Role – initial role that the employee will be assigned\n* Wage - hourly wage earned by the employee"
MsgOnboardingEmployeeDeactivateOrDetach,"ЖDeactivating the employee will deactivate him/her across all establishments. If you would like to remove the employee from only this establishment, click 'Detach'."
BtnOnboardingDetach,ЖDetach
BtnOnboardingDeactivate,ЖDeactivate
MsgCustomerIndividual,ЖIndividual
MsgCustomerCompany,ЖCompany
MsgDocumentAddTo,ЖAdd to Document
MsgDocumentOnlyCustomer,ЖCustomer can not be saved as some of required fields are missing or not valid. However you can choose to ignore those fields and add the customer to the document.
MsgDocumentStorage,ЖDocuments Storage
MsgDocumentPreview,ЖDocument Preview
MsgDocumentSearchPlaceholder,ЖInvoice # or Customer
MsgDocumentType,ЖDocument type
MsgDocumentNumber,ЖDocument #
MsgDocumentTaxID,ЖCustomer Tax ID
MsgDocumentCopyCounter,Ж# of Copies
MsgDocumentTypeFiscalInvoiceCopy,ЖFiscal Invoice Copy
MsgDocumentTypeFiscalInvoiceDuplicate,ЖFiscal Invoice Duplicate
MsgDocumentSearchFailed,ЖDocument search failed
MsgDocumentCheckInternetConnection,ЖPlease check your internet connection
MsgDocumentServerErrorOccurred,ЖServer error occurred
MsgDocumentCopyPrinted,ЖDocument reprinted
MsgDocumentCantBeReprinted,"ЖYou can't reprint %@, because all items of the order(s) were issued with fiscal / non-fiscal invoice."
MsgInvoice,Жinvoice
MsgInvoiceVehicleRegistrationNumber,ЖVehicle Registration Number
MsgInvoiceInvoiceItem,ЖInvoice Item
MsgInvoiceReceiptItem,ЖReceipt Item
MsgInvoiceVRNPlaceholder,ЖRegistration # (optional)
MsgDocuments,ЖDocuments
MsgNonFiscalInvoice,ЖNon Fiscal Invoice
MsgNonFiscalInvoiceCopy,ЖNon Fiscal Invoice Copy
MsgNonFiscalInvoiceDuplicate,ЖNon Fiscal Invoice Duplicate
MsgFiscalInvoiceDuplicateCopy,ЖFiscal Invoice Duplicate Copy
MsgNonFiscalInvoiceDuplicateCopy,ЖNon Fiscal Invoice Duplicate Copy
MsgInvalidTimezoneWarning,ЖSystem timezone on this POS%@ does not match establishment timezone defined in settings%@. Some application functions might not work properly. Go to your iPad Settings-->General-->Date&Time and adjust Time Zone setting.
MsgCustomerKioskNewUserRegister,ЖNew User? Register Here
MsgCustomerKioskLoginPhoneNumber,ЖWhat is the phone number on your account?
MsgCustomerKioskLoginPhoneNumberPlaceholder,ЖEnter your phone number here
MsgCustomerKioskLoginLoyaltyNumber,ЖWhat is your loyalty number?
MsgCustomerKioskLoginLoyaltyNumberPlaceholder,ЖEnter your loyalty number here
MsgCustomerKioskLoginEmail,ЖWhat is the email on your account?
MsgCustomerKioskLoginEmailPlaceholder,ЖEnter your email here
MsgCustomerKioskCustomerAccountNeeded,ЖCustomer account needed.
MsgCustomerKioskCustomerAccountNeededPrompt,"ЖYour loyalty account exists, but there is no customer\naccount associated with it. Let's set your account up!"
MsgCustomerKioskCreateYourAccountBtn,ЖCreate Your Account
MsgCustomerKioskCustomerCouldNotFindInfo,ЖWe couldn't find your info.
MsgCustomerKioskCustomerCouldNotFindInfoPrompt,ЖWould you like to sign up for special promotions and offers?
MsgCustomerKioskCouldNotFetchInfo,ЖWe couldn't fetch your info.
MsgCustomerKioskCouldNotFetchInfoPrompt,"ЖSorry, Please continue as guest or try again later"
MsgCustomerKioskSearchForYourAccountAgainBtn,ЖSearch For Your Account Again
MsgCustomerKioskEnterAnotherCard,ЖEnter Another Card
MsgCustomerKioskThankYou,"ЖThank you, %@!"
MsgCustomerKioskRewardSubtitle,ЖYou are now signed up and will start\n collecting points towards great rewards!
MsgCustomerKioskRegisterFormTitle,ЖTell us a little about yourself...
MsgCustomerKioskEneterANewPIN,ЖEnter a new PIN
MsgCustomerKioskChooseAPIN,ЖChoose a PIN for the account...
MsgCustomerEnterTempPin,ЖEnter temporary PIN...
MsgCustomerKioskReenterPIN,ЖRe-enter PIN to verify...
MsgCustomerPINDidNotMatch,ЖOops!That PIN didn't match.\nRe-enter PIN to verify...
MsgCustomerKioskEnterLoyaltyNumber,ЖEnter your loyalty number.
MsgCustomerKioskEnterLoyaltyNumberSubtitle,ЖEither scan or type in your loyalty number below.
MsgCustomerKioskAlreadyInUse,ЖThat %@ is already in use.
MsgCustomerKioskAlreadyInUseSubtitle,ЖEnter your account PIN below to sign in.
MsgCustomerKioskIfYouAreClickContinue,"ЖIf you are %@, then proceed by clicking continue."
MsgCustomerKioskCreateAccountBtn,"ЖIf this is not you, create an account with a different %@ "
MsgCustomerKioskContinueAsGuestBtn,ЖContinue as a Guest
MsgCustomerKioskStartYourOrderBtn,ЖStart Your Order
MsgCustomerKioskSentTemporaryPIN,ЖWe sent you a temporary PIN to your %@.\n Please enter your temporary PIN below.
MsgCustomerKioskCustomerHasNoPin,"ЖWe noticed you don't have a PIN set up, so we sent you\n a temporary PIN to your %@. Please enter it below."
MsgCustomerKioskCustomerPINUpdated,ЖYour PIN is now updated!
MsgCustomerKioskCustomerPINUpdatedSubtitle,"ЖWith your new PIN, you can use your rewards and\n view your account information."
MsgCustomerKioskCustomerPINActivated,ЖYour PIN is now activated!
MsgCustomerKioskCustomerPINActivatedSubtitle,"ЖWith a PIN, you can use your rewards and\n view your account information. You are now all set to use the kiosk!"
MsgCustomerKioskProfileAvailableRewards,ЖYou have rewards available
MsgCustomerKioskProfileTitle,"ЖWelcome Back, %@!"
MsgCustomerKioskProfileLoyaltyProgram,ЖLoyalty Program
MsgCustomerKioskProfileLoyalty,ЖLoyalty # %@
MsgCustomerKioskProfilePersonalProfile,ЖPersonal Profile
MsgCustomerKioskProfileEditProfile,ЖEdit Profile
MsgCustomerKioskProfileEditYourProfile,ЖEdit Your Profile
MsgCustomerKioskProfileEditProfileTitle,Ж%@'s Profile
MsgCustomerKioskProfileDownloadingFullProfile,ЖDownloading full profile
MsgCustomerKioskProfileCanNotMakeReorder,"ЖSorry, we can not reorder"
MsgCustomerKioskEditProfilePrompt,ЖTap the fields below to edit your information.
MsgCustomerKioskForgotPINBtn,ЖForgot your PIN?
MsgCustomerKioskPinRestorationMessage,Ж%@ is your temporary PIN for %@
MsgCustomerKioskPinRestorationEmailTitle,ЖTemporary Pin
MsgCustomerKioskProfileGiftCardsTableTitle,ЖGift Cards
MsgCustomerKioskProfileGiftCardsTableBalance,ЖBalance
MsgCustomerKioskProfileGiftOrdersTableTitle,ЖYour Last Orders
MsgCustomerKioskAvailableRewardsProfilePrompt,ЖYou can redeem your rewards during the checkout process.
MsgCustomerKioskGiftCardViewTitle,"ЖPlease swipe your Gift Card, pick from your linked cards, or enter it manually."
MsgCustomerKioskMessageViewPinTitleProfile,"ЖTo view your full profile,\nplease enter your account PIN"
MsgCustomerKioskMessageViewPinTitleRewards,"ЖTo redeem your rewards,\nplease enter your account PIN"
MsgCustomerKioskMessageViewPinTitleGiftCards,"ЖTo use your linked gift card,\nplease enter your account PIN"
MsgCustomerKioskCanResendPinAfter,ЖYou can resend pin after %d seconds
MsgCustomerKioskResendPinBtn,ЖResend PIN
MsgAttention,ЖAttention
MsgOrderNotes,ЖOrder Notes
MsgThankYouForYourBusiness,ЖThank you for your business! We look forward to serving you again
MsgSincerely,ЖSincerely
MsgUnitPrice,ЖUnit Price
MsgOnThisItemNotPossible,Жon this item is not possible
MsgOnThisItemAreNotPossible,Жon this item are not possible
MsgOnThisItemAreNotPossibleAND,Жand
MsgFDAHotelName,ЖHotel Name
MsgFDAHotelId,ЖHotel ID
MsgFDAReservationNumber,ЖReservation #
MsgFDAReferenceNumber,Ж3rd Party Customer #
MsgFDARoomNumber,ЖRoom #
MsgFDAStatus,ЖStatus
MsgFDAStatusCheckedin,ЖChecked In
MsgFDAStatusCheckedout,ЖChecked Out
MsgFDAStatusWaiting,ЖWaiting
MsgFDAAddCustomerError,ЖCustomer is not checked in. Customer must check in before putting order on their account.
MsgReceiptNumber,ЖReceipt number
MsgInvoiceSubjectDefaultTemplate,ЖYour invoice for order number {{order_number}}
MsgInvoiceEmailBodyDefaultTemplate,ЖThank you for your business. Please find the invoice for order number {{order_number}} attached. We look forward to serving you.
MsgFiscalPeriods,ЖFiscal Periods
MsgMultiStoreReturn,"ЖThis receipt is from another store, are you sure you want to continue?"
