LocaleIdentifier,PL
MsgStanfordFoodNonFood,Spożywczy - Niespożywczy
MsgWaitingForFoodNonFood,Oczekiwanie na wybór napiwku
MsgEditEntry,Edytuj wpis
MsgAssignTable(s),Przypisz stolik(i)
MsgSendMessage,Wyślij wiadomość
MsgRemoveEntry,Usuń wpis
MsgPleaseFillPhoneNumberProceedToEditTheReservation,Proszę wypełnić numer telefonu. Przejść do edycji rezerwacji?
MsgSendSMSmessageTo,Wiadomość SMS wysłana do %@
MsgSendEmailTo,E-mail wysłany do %@
MsgSendingFailed,Wysyłanie nie powiodło się
MsgYouHaveAnReservation,Masz rezerwację
MsgNextReservation,Następna rezerwacja
MsgPreviousAssignment,Poprzednie przypisanie
MsgEditReservation,Edytuj rezerwację
MsgAddReservation,Dodaj rezerwację
MsgWaitlist,Lista oczekujących
MsgAddNewParty,Dodaj nowe przyjęcie
MsgAllChangesWillBeLostContinue,Wszystkie zmiany zostaną utracone. Kontynuować?
MsgBirthday,Urodziny
MsgNoTable(s)Assigned,Brak przypisanego stolika (ów)
MsgPleaseFillName,Proszę wypełnić imię i nazwisko
MsgPleaseFillPhoneNumber,Proszę wypełnić numer telefonu
MsgPleaseFillRefCode,Proszę wprowadzić NIP
MsgThereArentAvailableSeatsWouldYouLike,TNie ma wolnych miejsc. Chciałbyś stworzyć nową rezerwację?
MsgWalkIn,Wejść
MsgCallIn,Przywołać
MsgShortManual,M: %ld
MsgPartyNSize,Wielkość\nprzyjęcia
MsgPartySize,Wielkość przyjęcia
MsgEnterPartySize,Wprowadź wielkość przyjęcia
MsgCheckNIn,Zameldować\nsię
MsgThisTableIsOccupiedWhatWouldYouLikeToDo,Ten stolik jest zajęty. Co chciałbyś zrobić?
MsgMerge,Scal
MsgKeepSeparate,Trzymaj oddzielnie
MsgSeated,Usadzony
MsgPleaseSelectAnyTable,Proszę wybrać dowolny stolik
MsgAssign,Przypisz
MsgPleaseSelectTableSections,Proszę wybrać sekcje stolika
MsgTables,Stoliki
MsgTable(s),Stolik(i)
MsgHistory,Historia
MsgPresent,Obecny
MsgWaiting,Czas oczekiwania
MsgWaited,Czas odczekany
MsgTargeted,Czas planowany
MsgTimeNSeatedNRemoved,Czas\nSiedzący/\nUsunięty
MsgRemovalReason,Przyczyna usunięcia
MsgReasonForRemoval,Powód usunięcia
MsgReturnToWaitlist,Powrót do listy oczekujących
MsgEst.TimeNUntilReady,Przybliżony czas\naż będzie gotowe
MsgEditNEntry,Edytować\nWejście
MsgSeatNParty,Miejsce\nPrzyjęcie
MsgNewParty,+ Nowe przyjęcie
MsgReservationsDashboard,Rezerwacje na desce rozdzielczej
MsgCapacityUtilization,Wykorzystanie pojemności
MsgRefreshing,Odświerzanie
MsgIncludedTags,Wliczony znacznik
MsgDaysIncludedInAverage,Dni zawarte w średniej
MsgQuotedWait,Notowane oczekiwania
MsgPartyDetails,Szczegóły przyjęcia
MsgTablePreferences,Preferencje stolika
MsgAddToWaitlist,Dodaj do listy oczekujących
MsgFilterByPreferences,Filtrowanie wg preferencji
MsgNParties,Przyjęcia
MsgTotalGuests,Goście łącznie
MsgAvailableTables,Dostępne stoliki
MsgAvailableCapacity,Dostępne pojemności
MsgReservations,Rezerwacje
MsgSendMessage(s),Wyślij wiadomość(i):
MsgHistoryIsNotSupportedNow,Historia nie jest teraz obsługiwana
MsgSections,Sekcje
MsgSuggestions,Sugestie
MsgAllTables,Wszystkie stoliki
MsgSeating,Siedzenie
MsgDay(s),dzień(i)
MsgSomeChangesHaveBeenMade,Niektóre zmiany zostały wprowadzone. Chciałbyś zapisać przed kontynuowaniem?
MsgOrderCanceled,Transakcja anulowana
MsgOrderClosed,Transakcja zamknięta
MsgKeyTableStatus,Klawisz - status stolika
MsgPartyAutoNotify,Automatyczne powiadomienie przez tekst
MsgWaitlistSearchPlaceholder,Wprowadź nr stolika lub nazwisko klienta
MsgFieldRequiredToSaveCustomerRecord,"%@ jest zobowiązany do zapisania rejestru klienta w systemie Revel jako skonfigurowanego.  Zamknij to okno i wpisz poprawny i unikalny klienta %@ lub naciśnij \""dalej\"", aby zarezerwować imprezę bez zapisywania rejestru klienta na stałe."
MsgWaitlistPhoneNumber,Numer telefonu
MsgReserved,Zarezerwowane
MsgNoShow,Niepojawienie się gościa
MsgReservation,Rezerwacja
MsgTableReservations,Rezerwacja stolika
MsgIncomingSms,Przychodzące sms
MsgOutcomingSms,Wychodzące sms
MsgGasStationStartFueltransactionConfirmation,Czy chciałbyś autoryzować transakcję dla %@?\n\nNumer pistoleta: %d\nIlość: %.2f\nCena: %.2f\nŁączna cena: %.2f
MsgGasStationSelectClearType,Wybierz rodzaj
MsgGasStationFailedToClearTransactionPleaseTryAgain,"Nie udało się wyczyścić transakcji, prosimy spróbować ponownie"
MsgGasStationInternalErrorNoFuelTransactionFound,Błąd wewnętrzny. Nie znaleziono transakcji paliwa
MsgSomeTransactionsAreNotCleared,%d transakcja(e) nie jest (są) wyczyszczone
MsgForecourtSuccessfullyUpdated,Kontroler podjazdu pomyślnie zaktualizowany
MsgForecourtController,Kontroler podjazdu
MsgForecourtControllerPriceUpdateFailed,Kontroler podjazdu pomyślnie zaktualizowany
MsgForecourtControllerTimeNotMatch,Kontroler podjazdu i czas na POS nie pasują.
MsgForecourtControllerTapHere,Naciśnij tutaj
MsgForecourtControllerTimeNotMatchBriefText,"Kontroler podjazdu i czas POSu nie pasują. Może to powodować problemy z raportami i urządzeniami fiskalnymi. Proszę sprawdzić czas POS, i jeśli jest on poprawny, skontaktuj się z obsługą w celu uzyskania pomocy"
BtnMoveOrdersMove,Przenieś
BtnMoveOrdersMerge,Scal
BtnMoveOrdersTablesInUse,Pokaż stoliki które są w użyciu
BtnMoveOrdersTablesNotInUse,Pokaż stoliki które nie są w użyciu
MsgMoveOrdersIsNotPossible,"Przeniesienie jest niemożliwe, ponieważ docelowa lub źródłowa transakcja, nie jest zsynchronizowana z główną stacją POS"
MsgMoveOrdersTableHeader,Przenieś/Połącz transakcje
MsgMoveOrdersPleaseSelectOrders,Proszę wybrać jedno lub więcej transakcji
MsgMoveOrdersOtherOrders,Inne transakcje
MsgMoveOrdersSortBy,Sortuj wg
MsgMoveOrdersTableOrTab,Stolik / Rachunek
MsgMoveOrdersOrderStatus,Status transakcji
BtnMoveOrdersTodaysOrdersByEmp,Dzisiejsze transakcje - wg prac.
BtnMoveOrdersTodaysOrdersByTab,Dzisiejsze transakcje - wg tab.
BtnMoveOrdersTodaysOrdersByCap,Dzisiejsze transakcje - wg wielkości
BtnMoveOrdersTodaysOrdersBySec,Dzisiejsze transakcje - wg sek.
BtnMoveOrdersTodaysOrdersByOrdS,Dzisiejsze transakcje - wg stat. tran.
BtnMoveOrdersTodaysOrdersByOrd,Dzisiejsze transakcje - wg tran.
MsgMoveOrdersAllSections,Wszystkie sekcje
MsgMoveOrdersSelectDestination,Wybierz miejsce docelowe
MsgMoveOrdersRefundManually,Tylko pozycje mogą być przeniesione.  Płatności przy transakcji %@ nie mogą być przeniesione i muszą być ręcznie zwrócone
MsgMergeOrdersWhichToKeep,Którą transakcję chcesz zatrzymać?
MsgMergeOrdersTableHeader,Scal transakcje | Wybierz transakcje do scalenia
MsgMoveOrdersPaymentsRefundManually,Płatności transakcji: %@ nie mogą być przeniesione i muszą być ręcznie zwrócone
MsgMoveOrdersPaymentsDiscountMove,"Rabaty transakcji, nie mogą być przeniesione i muszą być ponownie naliczone ręcznie"
MsgMoveOrdersPaymentsServiceFeeMove,"Opłaty serwisowe transakcji, nie mogą być przeniesione i muszą być ponownie naliczone ręcznie"
MsgMergeOrderSplitBillsClear,Rozdzielone rachunki przy transakcji: %@ zostaną wyczyszczone. Jesteś pewny?
MsgMoveMergeOrderPaymentMoved,Oryginalna płatność przeniesiona do transakcji
MsgMergeOrders,Scal transakcje
MsgMoveOrdersIsNotPossibleDueDestinationOrder,"Scalanie nie jest możliwe, ponieważ docelowa transakcja nr %@ podzieliło rachunki i płatności. Proszę ręcznie uregulować rozdzielone rachunki."
MsgGiftCardBlances,Twoje nowe salda są wyświetlone poniżej
MsgBLEServiceGiftRewardCaption,Karta podarunkowa / karta bonusowa
MsgOrderCustomerTrackingNumber,"Nr transakcji, klient, numer referencyjny"
MsgOrderCustomer,"Nr transakcji, klient"
MsgShipped,Wysłane
MsgNormal,Normalny
MsgComments,Komentarze
MsgKdsShowQuantity,Pokaż ilość
MsgKdsCallNameFontSize,Rozmiar czcionki nazwy zamówienia:
MsgKdsDoubleTapDoneonWaitingOrders,"Dwukrotnie dotknij \""wykonane\"" oczekujące transakcje"
MsgAddNewCheck,Dodaj nowy rachunek
MsgGiftWithPurchase,Nagroda przy zakupie
MsgOrderQualifiesForGifts,Transakcja kwalifikuje się do poniższej nagrody(ód)
MsgWetstockOverviewHeader,Zarządzanie paliwem - Informacje ogólne
MsgWetstockPumpManagementHeader,Zarządzanie paliwem - Zarządzanie pompą
BtnWetstockEndOfDay,Koniec dnia
BtnWetstockEndOfMonth,Koniec miesiąca
BtnWetstockInitialization,Inicjalizacja
BtnWetstockReconcile,Sprawdź
BtnWetstockDetails,Szczegóły
MsgWetstockReconcileHeader,Kalkulacja miernika pompy 
MsgWetstockDateTime,Data / Czas
MsgWetstockEvent,Wydarzenie
MsgWetstockAmtDispenced,Ilość wydana
MsgWetstockAmtonMeter,Ilość na metr Amt. on Meter
MsgWetstockGrade,Gatunek
MsgWetstockAllHoses,Wszystkie pistolety
MsgWetstockTransactionSale,Sprzedaż
MsgWetstockTransactionReconcile,Sprawdź
MsgWetstockReconcilationNotes,Komentarze kalkulacji
BtnWetstockTankTransfer,Transfer zbiornika
BtnWetstockPrintForecourtMap,Drukuj mapę kontrolera podjazdu
MsgWetstockPumpNotResponding,Brak odpowiedzi
MsgWetstockPumpNotInstalled,Niezainstalowane
MsgWetstockPumpBusy,Zajęty
MsgWetstockManualPump,Pompa ręczna
MsgWetstockFullyOperational,W pełni operacyjny
MsgWetstockFuelPumps,Pompy paliwowe
MsgWetstockTanks,Zbiorniki
BtnWetstockViewDetails,Wyświetl\nszczegóły
MsgWetstockTotalFuelBookstock,Suma księgi przychodów i rozchodów paliwa
MsgWetstockTotalValueFuelRemaining,Łączna wartość pozostałego paliwa
MsgWetstockFuelStock,Zapas paliwa
MsgWetstockTankInfo,Informacje o zbiorniku
MsgWetstockAllTanks,Wszystkie zbiorniki
MsgWetstockTankManagement,Zarządzanie zbiornikiem
MsgWetstockTransactionPumpTest,Test pompy
MsgWetstockTransactionTankTransfer,Transfer intertank
MsgWetstockFuelType,Rodzaj paliwa
MsgWetstockFullCapacity,Pełna pojemność
MsgWetstockSafeWorkingCapacity,Bezpieczna pojemność podczas pracy
MsgWetstockCurrentVolume,Bieżąca ilość
MsgWetstockUllage,Manko
MsgWetstockWaterLevel,Poziom wody
MsgWetstockOperational,Operacyjny
MsgWetstockBlocked,Zablokowany
MsgWetstockTransferAmount,Suma transferu
MsgWetstockTransferTankNotPossibleToTransfer,Nie jest możliwe przeniesienie paliwa do tego samego zbiornika
MsgWetstockTransactionPumpTestReturn,Zwrot testu pompy
MsgFailedToUpdateTips,Nie udało się zaktualizować napiwków
MsgNothingToUpdate,Nic do aktualizacji
MsgTransferTo,Przenieść do
MsgHours,godzin(y)
MsgLoggedInAs,Zalogowany jako
MsgPriceChangesWaiting,Oczekiwanie na akceptację zmiany ceny.
MsgPriceChangesTapHere,Dotknij tu abu kontynuować
MsgPriceRefreshInProcess,Aktualizacja ceny jest w toku ...
MsgPriceChanges,Zmiany ceny
MsgPriceChangesPriceChangesAvailable,Zmiany ceny są dostępne.
MsgPriceChangesLogoutMessage,Należy wylogować się i aktualizacja rozpocznie się automatycznie.
MsgPriceChangesAcceptMessage,"Jeśli zaakceptujesz, aktualizacja rozpocznie się automatycznie."
MsgPriceChangesNote,"Proszę zaakceptować zmiany w konfiguracji stacji %@, a także"
MsgPriceChangesNoteWait,"Jeśli poczekasz, dostaniesz przypomnienie po 5 minutach."
MsgPriceChangesNoteWaitXMinutes,"Jeśli poczekasz, dostaniesz przypomnienie po %d minucie/minutach."
MsgPriceChangesWarning,Ostrzeżenie: Konfiguracja Twojej stacji nie jest ustawiony na konsoli zarządzania. Twój kontroler podjazdu nie zostanie zaktualizowany.
MsgPriceChangesCurrentPrice,Bieżąca cena
MsgPriceChangesNewPrice,Nowa cena
MsgPriceChangesWetstockMessage,Dostępna jest zmiana ceny dla paliwa.
MsgGasStationSettingsRefreshRequired,Ustawienia aktualizacji i/lub zmiany ceny czekają oczekują na akceptację.
MsgAppliedPumpPricePrice,Zastosowana cena na pompie
MsgSmsMessageSuccessfullySentTo,Wiadomość sms wysłana pomyślnie do %@.
MsgSentSmsIsNotDelivered,Wiadomość sms do %@ nie została dostarczona pomyślnie.
MsgCanceledByPhone,Anulowane przez telefon
MsgSalesDailyCashDescription,"Szczegółowy wykaz transakcji gotówkowych, począwszy od gotówki początkowej do gotówki, która powinna się znajdować w kasie."
MsgSalesDailyPaymentSummaryDescription,Podsumowane sumy płatności dla każdego rodzaju płatności.
MsgSalesDailyPaymentLogDescription,Szczegółowy wykaz płatności otrzymanych i zgrupowanych wg rodzaju płatności.
MsgSalesReportDescription,"Obszerny, konfigurowalny raport sprzedaży. Zawiera podsumowanie sprzedaży, rabaty, unieważnienia, zwroty, płatności i dane o zobowiązaniach finansowych."
MsgSalesReportDescriptionRevelLite,"Obszerny, konfigurowalny raport sprzedaży. Zawiera podsumowanie sprzedaży, rabaty, unieważnienia, zwroty, płatności i dane o zobowiązaniach finansowych."
MsgSalesSummaryCashLog,Dzienny rejestr gotówki
MsgSalesSummaryPaymentSummary,Dzienne podsumowanie płatności
MsgSalesSummarySalesReport,Raport sprzedaży
MsgOrderIsNotCompliant,Transakcja nie jest zgodna
MsgITLUpdatePrices,Uaktualnij ceny
MsgITLSetupForecourt,Ustaw kontroler podjazdu
MsgITLUpdateForecourt,Uaktalnij kontroler podjazdu
MsgITLForecourtConnectionStatus,Stan połączenia kontrolera podjazdu
MsgITLActiveTransactions,Aktywne transakcje
MsgITLUpdateLogs,Uaktualnij rejestry
MsgITLSendToSupport,Wyślij do obsługi klienta
MsgITLFullLogs,Pełne rejestry
MsgITLRequestFailedUnknownStatus,Żądanie nie powiodło się z nieznanym statusem
MsgITLLogOut,Wyloguj się
MsgITLLogIn,Zaloguj się
MsgITLAllDataWillBeErased,"Wszystkie dane zostaną usunięte po zakończeniu konfiguracji. Upewnij się, czy masz zamiar całkowicie zmienić konfigurację kontrolera podjazdu"
MsgITLPleaseDisconnect,Proszę odłączyć przed aktualizacją
MsgITLFetchingStatus,Stan pobierania
MsgITLMeterReadings,Odczyty stanu licznika
MsgITLSendMeterReadings,Wyślij odczyty stanu licznika
MsgITLFetchingMeterReadings,Pobieranie odczytów stanu licznika
MsgITLFetchingMeterReadingsFailed,Pobieranie nie powiodło się
MsgHintPosSettings,Ustawienia POS
MsgHintPosSettingsMsg,"W tej sekcji można zezwolić pracownikom na ustawienie szuflad kasowych, wyłączenie płatności kartą kredytową w trybie offline, włączenie trybu testowego i więcej."
MsgHintLock,Blokada do terminalu POS
MsgHintLockMsg,"W tej sekcji można ograniczyć niektórych pracowników do poszczególnych terminali POS. (Należy pamiętać, że pracownicy z uprawnieniami właściciela lub menedżera zawsze mogą zalogować się do dowolnego terminala)."
MsgHintFinancials,Finanse
MsgHintFinancialsMsg,"Na tym ekranie znajdziesz zwięzłe, nadające się do druku raporty finansowe. Bardziej wyczerpujące opcjie raportowania można znaleźć w zapleczu konsoli zarządzania (zakładka Raporty)."
MsgHintOfflinePayments,Płatności offline
MsgHintOfflinePaymentsMsg,"Jeśli procedura końca dnia (konfigurowana w konsoli zarządzania) nie zawiera już przeglądu płatności w trybie offline, ten ekran pozwoli na przeglądanie i przetworzenie płatności w trybie offline, które nie zostały automatycznie poddane ponownemu przetworzeniu (co zwykle dzieje się w momencie, jak tylko połączenie z Internetem zostaje przywrócone). Zobaczysz ID transakcji, nazwiska właścicieli kart (jeśli klient jest zapisany w systemie), ostatnie cztery cyfry kart płatniczych, daty/godziny transakcji i całkowite kwoty płatności (w tym wszelkie napiwki).\n\nDotknij Force w górnej części ekranu, aby przetworzyć wymienione płatności. Jeżeli jakiekolwiek płatności są odrzucone, zostaną one przeniesione na ekran odrzuconych płatności. (Uwaga: Jeśli przeglądając płatności offline, jako część procesu końca dnia i POS jest nadal w trybie offline, proces ten nie będzie mógł być zakończony, dopóki nie zostanie przywrócone połączenie sieciowe)."
MsgHintDeclinePayments,Odrzucone płatności
MsgHintDeclinePaymentsMsg,"Jeśli procedura końca dnia (konfigurowana w konsoli zarządzania) nie wymaga już przeglądu odrzuconych płatności, wtedy można użyć tego ekranu, aby je uregulować. Zobaczysz szczegóły dotyczące każdej odrzuconej płatności, w tym przyczynę odrzucenia (na przykład, nieprawidłowy numer karty).\n\nDotknij przycisku 'ponów próbę' aby ponownie przetworzyć płatności.\n\nJeżeli płatność jest nadal odrzucona—i jeśli wyczerpały się już wszystkie inne opcje odzyskiwania odrzuconej płatności / należy odzyskać to poza Revelem—będziesz musiał przesunąć w prawo w celu usunięcia go ze stolika. Jeśli wybierzesz opcję 'usuń', zobaczysz ostrzeżenie potwierdzające, że masz zamiar usunąć płatności."
MsgHintSyncLog,Synchronizuj rejestr
MsgHintSyncLogMsg,Ten sektor pomoże obsłudze klienta Revel w rozwiązywaniu problemów z synchronizacją iPad-serwer.
MsgHintTroubleShoot,Tryb rozwiązania problemów
MsgHintTroubleShootMsg,"W przypadku, kiedy musisz się skontaktować z obsługą klienta, możesz być poproszony, aby użyć tryb rozwiązania problemów—włącz tu—aby wysłać nam przydatne informacje o Twoich ustawieniach."
MsgHintBatchProcess,Przetwarzanie grupy płatności kartą
MsgHintBatchProcessMsg,"Z ekranu 'Przesłanie płatności kartą', jest możliwe, aby dostosować i uchwycić wszystkie napiwki jednocześnie lub pojedynczo.\n\nAby to zrobić indywidualnie, wpisz kwotę w polu napiwki dla transakcji, a następnie dotknij niebieski przycisk przechwytywania po prawej stronie.\n\nInną opcją jest wypełnienie wszystkich pól napiwków dla transakcji; następnie można dotknąć 'przechwytywanie' w prawym górnym rogu ekranu, aby uchwycić wszystkie transakcje na raz."
MsgHintEodProcess,Procedura końca dnia
MsgHintEodProcessMsg,"Niestandardowa procedura końca dnia może być utworzona do rozliczenia działalności na bieżący dzień i do zresetowania systemu na następnego dzień roboczy. Ta funkcja sprawia, że ważne procedury działalności są zakończone w sposób konsystentny i na czas.\n\nAdministrator może skonfigurować (za pośrednictwem konsoli zarządzania> Ustawienia> Zaawansowane ustawienia POS) powiadomienie w wybranym przez niego/nią czasie, aby skłonić pracowników do uruchomienia procesu końca dnia.\n\nEkran POS poprowadzi Cię przez proces końca dnia. Następnie, raport końca dnia będzie mógł być generowany w punkcie sprzedaży, a także rejestr aktywności jest dostępny w konsoli zarządzania."
MsgHintManageItem,Zarządzanie w trybie pozycji
MsgHintManageItemMsg,"Można użyć 'tryb zarządzania pozycją\"" do robienia szybkich zmian w menu/ listy towarów prosto z iPada. Możesz dodawać nowe kategorie, podkategorie, i towary lub dotknij istniejących kategorii, podkategorii, lub towary, aby dokonać zmian. "
MsgHintTable,Ekran stolika
MsgHintTableMsg,"Szybko dotknij stolika, aby rozpocząć transakcję lub otworzyć istniejące transakcje. Stoliki są szare, gdy wolne, a kolorowe (niebieskie, zielone lub czerwone), w zależności od statusu transakcji. Po długim przytrzymaniu klawisza uzyskasz dostęp do dodatkowych opcji (przenieś transakcje, transfer transakcje, zobacz szczegóły czasomierza). Przesuń w lewo lub w prawo, aby włączyć sekcje restauracji (dodane w konsoli zarządzania).\n\nMożna użyć ikony szczegółów poniżej 'nowej transakcji', aby przełączyć się na bardziej szczegółowy widok listy stolika.\n\nAby otworzyć lub poszukać rachunków barowych, dotknij 'rachunek barowy' w górnej części ekranu.\n\nJeśli włączone dla placówki, zakładki listy oczekujących i rezerwacji są również dostępne."
MsgHintBar,Ekran rachunku barowego
MsgHintBarMsg,"Szybko dotknij szarego kwadratu, aby rozpocząć rachunek w barze lub niebieski kwadrat, aby otworzyć istniejący rachunek. Po długim przytrzymaniu klawisza uzyskasz dostęp do dodatkowych opcji (przenieś transakcje, transfer transakcje, zobacz szczegóły czasomierza). Użyj ikony lupy z lewej strony nowego rachunku, aby szukać rachunku po nazwisku klienta, ID transakcji, lub numerze rachunku."
MsgHintOrderMenuTable,Ekran transakcji: Tryb menu
MsgHintOrderMenuTableMsg,"Użyj prawą stronę tego ekranu, aby dodać pozycje do transakcji. Dotknij kwadraty kategorii i podkategorii, aby dotrzeć do żądanej pozycji w dziale Towary, a następnie wybierz opcję, aby dodać do transakcji—zobaczysz nazwę pozycji, ilość, cenę, i zaktualizowaną kwotę na lewym rogu ekran. Aby znaleźć rzeczy w zatłoczonych menu/liście towarów, dotknij wyszukiwania w prawym górnym rogu.\n\nDotknij niebieski klawisz, aby wysłać transakcje do drukarki kuchni/Kitchen Display (jeśli są dostępne). Można anulować transakcję (zanim zostanie wysłana do kuchni) za pomocą przycisku 'anuluj transakcję'. Aby wyjść z transakcji i powrócić do niego później, dotknij 'wstrzymaj transakcję' —wystarczy użyć klawisza 'transakcje' w górnej części ekranu, aby otworzyć je, gdy będziesz gotowy.\n\nAby otworzyć okienko z opcjami modyfikacji towaru, wybierz dowolną pozycję w oknie transakcji podświetlone na biało lub niebiesko (pozycje już wysłane do kuchni, są podświetlone na szaro, i mają mniej dostępnych opcji).\n\nWreszcie, zobaczysz zestaw okrągłych przycisków w lewym dolnym rogu ekranu; przyciski, które pojawiają zależą od konfiguracji POS, ale typowe konfiguracje obejmują możliwości zastosowania rabatu, dodanie opłaty serwisowej, przeniesienie transakcji między stolikami lub transfer transakcji do nowych pracowników."
