LocaleIdentifier,ET
MsgPriceChangesNote,Märkus: nõustuge ka konfiguratsioonijaama %@ muudatustega
MsgPriceChangesNoteWait,Ootamajäämise korral saadetakse teile meeldetuletus 5 minuti pärast.
MsgPriceChangesNoteWaitXMinutes,Ootamajäämise korral saadetakse teile meeldetuletus 5 minuti pärast.
MsgPriceChangesWarning,Hoiatus: teie konfiguratsioonijaam ei ole tagaserveril määratud. Platsi juhtimisseadet ei värskendata
MsgPriceChangesCurrentPrice,Praegune hind
MsgPriceChangesNewPrice,Uus hind
MsgPriceChangesWetstockMessage,Kütuseinventari hinnamuudatused on kasutusvalmis.
MsgGasStationSettingsRefreshRequired,Sätete värskendus ja/või hinnamuudatused ootavad heakskiitmist.
MsgAppliedPumpPricePrice,Kohaldatud väljamüügihind
MsgSmsMessageSuccessfullySentTo,SMS-sõnum edukalt saadetud aadressile %@.
MsgSentSmsIsNotDelivered,Aadressile %@ saadetud SMS-sõnum ei jõudnud kohale.
MsgCanceledByPhone,Tühistatud telefonitsi
MsgSalesDailyCashDescription,"Sularahatehingute detailne loend, alates alustusrahast, kuni oodatava kassas rahani."
MsgSalesDailyPaymentSummaryDescription,Summeeritud makse kogusummad igale makseliigile.
MsgSalesDailyPaymentLogDescription,"Saadud maksete detailne, makseliigi järgi rühmitatud loend."
MsgSalesReportDescription,"Kõikehõlmav, konfigureeritav müügiaruanne. Hõlmab koondläbimüüki, hinnaalandusi, annulleerimisi, tagasimaksmisi, makseid ja andmeid kohustuste kohta."
MsgSalesReportDescriptionRevelLite,"Kõikehõlmav, konfigureeritav müügiaruanne. Hõlmab koondläbimüüki, hinnaalandusi, annulleerimisi, tagasimaksmisi, makseid ja andmeid kohustuste kohta."
MsgSalesSummaryCashLog,Päevitine sularahalogi
MsgSalesSummaryPaymentSummary,Päevitine maksekokkuvõte
MsgSalesSummarySalesReport,Müügiaruanne
MsgOrderIsNotCompliant,Tellimus ei ole kooskõlas
MsgITLUpdatePrices,Värskenda hindu
MsgITLSetupForecourt,Platsi seadistus
MsgITLUpdateForecourt,Värskenda platsi
MsgITLForecourtConnectionStatus,Platsi ühenduse olek
MsgITLActiveTransactions,Aktiivsed tehingud
MsgITLUpdateLogs,Värskenda logid
MsgITLSendToSupport,Saada tugiteenusele
MsgITLFullLogs,Täielikud logid
MsgITLRequestFailedUnknownStatus,Päring ebaõnnestus tundmatu olekusignaaliga
MsgITLLogOut,Logi välja
MsgITLLogIn,Logi sisse
MsgITLAllDataWillBeErased,"Seadistuse lõpetamisel kustutatakse kõik andmed. Kas olete kindel, et soovite platsi täielikult ümber konfigureerida?"
MsgITLPleaseDisconnect,Lülitage enne värskendamist välja
MsgITLFetchingStatus,Oleku hankimine
MsgITLMeterReadings,Mõõdiku näit
MsgITLSendMeterReadings,Saada mõõdiku näit
MsgITLFetchingMeterReadings,Mõõdiku näidu hankimine
MsgITLFetchingMeterReadingsFailed,Hankimine ebaõnnestus
MsgHintPosSettings,Kassa seaded
MsgHintPosSettingsMsg,"Sellest jaotisest saate lubada töötajatel häälestada kassasahtleid, blokeerida krediitkaardimaksed offlainrežiimis, deblokeerida Testrežiimi ja muudki."
MsgHintLock,Lukusta POS terminali
MsgHintLockMsg,"Kasutage seda jaotist, et piiritleda konkreetsete töötajate juurdepääs individuaalsetele POS-terminalidele. (Ärge unustaga, et Omaniku või Juhataja loaga töötajad saavad alati logida sisse ükskõik millisesse terminali.)"
MsgHintFinancials,Finantsandmed
MsgHintFinancialsMsg,"Sellelt ekraanilt leiate kokkuvõtlikud, prinditavad majandustegevuse aruanded. Veelgi põhjalikumate aruandlusvalikute kasutamiseks külastage Arveldusosakonna halduskonsooli (Aruannete vahekaart)."
MsgHintOfflinePayments,Võrguühenduseta maksed
MsgHintOfflinePaymentsMsg,"Kui teie Päevalõpu töötlus (konfigureeritud halduskonsoolis) juba ei hõlma offlain maksete ülevaadet, siis see ekraan annab teile võimaluse vaadata ja töödelda offlain makseid, mida ei töödeldud teiskordselt automaatselt (tavaliselt juhtub see niipea, kui teie internetiühendus taastatakse). Te näete tehingu ID-d, kaardiomaniku nimesid (kui klient on süsteemis salvestatud), maksekaartide viimast nelja numbrit, tehingu kuupäevi/aegu ja maksesummade kokkuvõtteid (sealhulgas mistahes jootraha).\n\nLoetletud maksete töötlemiseks koputage ekraani ülaosas kirjele Force. Mistahes maksest keeldumise korral teisaldatakse see Tagasilükatud maksete ekraanile. (Märkus: kui te vaatate offlain makseid Päevalõpu töötluse osana ning POS on ikka veel offlain režiimis, ei saa töötlust lõpule viia enne võrguühenduse taastamist.)"
MsgHintDeclinePayments,Tagasilükatud maksed
MsgHintDeclinePaymentsMsg,"Kui teie Päevalõpu töötlus (konfigureeritud halduskonsoolis) juba ei nõua tagasilükatud maksete ülevaatust, saate seda kasutada ekraani nende käsitlemiseks. Näete iga tagasilükatud makse üksikasju, kaasa arvatud tagasilükkamise põhjus (näiteks kehtetu kaardinumber).\n\nKoputage korduskatse nupule, et püüda makset uuesti töödelda.\n\nKui makse ikka veel tagasi lükatakse — ja te oleta kasutanud ära kõik muud võimalused tagasilükatud makse tagasinõudmiseks / olete nõudnud seda tagasi väljaspool Revelit — tuleb teil makse tabelist kustutamiseks nipsata paremale. Kui valite Kustuta suvandi, näete hoiatust, et olete makset kustutamas."
MsgHintSyncLog,Sünkroonimislogi
MsgHintSyncLogMsg,See lõik on Reveli tugiteenusele abiks iPad-serveri sünkroniseerimistõrgete lahendamisel.
MsgHintTroubleShoot,Tõrkeotsingurežiim
MsgHintTroubleShootMsg,"Kui teil tekkib vajadus võtta ühendust tugiteenusega, võidakse teilt paluda Tõrkeotsingurežiimi kasutamist, —mille saate lülita sisse siit,—et saata meile vajalikku teavet oma seadistuse kohta."
MsgHintBatchProcess,Partiitöötlus
MsgHintBatchProcessMsg,"Partiitöötluse ekraaniga saab korrigeerida ja hõivata kogu jootraha, kas korraga või ühekaupa.\n\nÜhekaupa toimimisel sisestage jootraha summa tellimuse jootraja väljale ja koputage seejärel paremale jäävale sinisele Hõiva nupule.\n\nTeiseks võimaluseks on täita kõik jootraha väljad tellimustele; seejärel saate kõigi tehingute korraga hõivamiseks koputada ekraani parempoolses ülanurgas Hõiva nupule."
MsgHintEodProcess,Päevalõpu töötlus
MsgHintEodProcessMsg,"Jooksva päeva tegevuse lahendamiseks ja süsteemi järgmiseks äripäevaks lähtestamiseks saab luua kohandatud Päevalõpu töötluse. See funktsioon tagab oluliste äritoimingute järjepideva ja õigeaegse lõpetamise.\n\nAdministraator saab konfigureerida (Halduskonsool > Sätted > Täpsemad POS sätted kaudu) alarmi, omal äranägemisel seatud ajaks, andmaks töötajatele teada Päevalõpu töötluse käitamise vajadusest.\n\nPOS-i ekraani juhendab teid läbi Päevalõpu töötluse. Seejärel saab genereerida müügipunktis Päevalõpu aruande ja tegevuse logi on kasutatav Halduskonsoolis."
MsgHintManageItem,Halda üksuserežiimi
MsgHintManageItemMsg,"Üksuse haldamisrežiimi saate kasutada kiirete muudatuste sisseviimiseks menüüsse või tooteloendisse otse iPad-ist. Saate lisada uusi Kategooriaid, Alamkategooriaid ja Tooteid või koputada olemasolevatele Kategooriatele, Alamkategooriatele ja Toodetele, et viia sisse muudatusi."
MsgHintTable,Laua kuva
MsgHintTableMsg,"Tellimise alustamiseks või olemasoleva tellimuse avamiseks tehke kiire koputus laual. Lauad on hallid, kui need pole hõivatud ja värvilised (sinises, rohelised või punased), sõltuvalt tellimuse olekust. Pikk koputus juurdepääsuks täiendavatele suvanditele (Liiguta tellimus, Teisalda tellimus, Kuva taimeri üksikasjad). Restorani jaotiste vahetamiseks nipsake vasakule või paremale (lisatud Halduskonsoolis).\n\nDetailsemasse Laudade loendi kuvasse üleminekuks saate kasutada Uue tellimuse all olevat detailide ikooni.\n\nBaarikohtade avamiseks või otsimiseks koputage Baarikohtade kirjel ekraani ülaosas.\n\nDeblokeerimise korral on teie asutusel võimalik kasutada ka Ooteloendi ja Ettetellimise vahekaarte."
MsgHintBar,Baarikoha kuva
MsgHintBarMsg,"Baarikoha alustamiseks tehke kiire koputus hallil ruudul või sinisel ruudul olemasoleva koha vamiseks. Täiendavatele suvanditele (Liiguta tellimust, Teisalda tellimus, Kuva taimeri üksikasjad) juurdepääsuks tehke kestvam koputus. Kliendi nime, tellimuse ID või koha numbri järgi otsinguks kasutage Uue koha kirjest vasakul olevat suurendusklaasi ikooni."
MsgHintOrderMenuTable,Tellimuse ekraan: menüürežiim
MsgHintOrderMenuTableMsg,"Kasutage selle ekraani parempoolset külge, et lisada tellimustele kaubaartikleid. Selleks, et minna Toodete jaotises süvitsi soovitud kaubaartiklini, koputage Katekooria ja Alamkategooria ruutudele seejärel koputage kaubaartiklile, et lisada see tellimusele — te näete kaubaartikli nime, kogust, hinda ja värskendatud kogusummat ekraani vasakul küljel. Kaubaartiklite leidmiseks täistuubitud menüüdes või tooteloendites, koputage paremas ülanurgas Otsingu kirjele.\n\nKoputage sinisele Saada tellimus nupule, et saata tellimus köögi printerisse/Köögi kuvasse (kui see on kasutatav). Te saate tellimuse tühistada (enne seda, kui see on saadetud kööki) Tühista tellimus nupuga. Tellimusest väljumiseks ja hiljem selle juurde naasmiseks koputage Hoia tellimust kirjel — ja kui olete valmis naasma, piisab ekraani ülaosas oleva Tellimused nupu kasutamisest.\n\nToote muutmissuvanditega paani avamiseks koputage tellimuse aknas ükskõik millisele valge või sinisega esiletõstetud tellimusel (juba kööki saadetud kaubaartiklitel, mis on tõstetud esile halliga, on kasutatavaid valikuid vähem).\n\nLõpuks näete ekraani vasemas alanurgas ümmarguste nuppude kogumit; kuvanduvad nupud sõltuvad teie POS-i konfiguratsioonist, kuid tavalised konfiguratsioonid hõlmavad selliseid võimalusi, nagu hinnaalanduste kohaldamine, teenustasude lisamine, tellimuste liigutamine laudade vahel või tellimuste üleandmine uutele töötajatele."
MsgHintOrderMenuRetail,Tellimuse ekraan: menüürežiim
MsgHintOrderMenuRetailMsg,"Kasutage selle ekraani parempoolset külge kaubaartiklite lisamiseks tellimustele. Koputage Kategooria ja Alamkategooria ruutudele, et minna süvitsi soovitud kaubaartiklini Toodete jaotises, seejärel koputage kaubaartiklil, et lisada see tellimusele — te näete ekraani vasakul küljel kaubaartikli nimetust, kogust, hinda ja värskendatud kogusummat. Kaubaartiklite leidmiseks täistuubitud menüüdes või tooteloendites koputage ülal parempoolses nurgas oleval Otsingu kirjel.  Te saate lisada kaubaartikleid tellimusele kan artikli vöötkoodi skaneerides.\n\nTe saate tellimuse tühistada (enne seda, kui see on salvestatud) Tühista tellimuse nupuga. Tellimusest väljumiseks ja hiljem selle juurde naasmiseks koputage Hoia tellimust kirjel — kui olete valmis, kasutage tellimuse väljatõmbamiseks ekraani ülaosas olevat Tellimuste nuppu.\n\nToote muutmissuvanditega paani avamiseks koputage tellimuse aknas ükskõik millisele valge või sinisega esiletõstetud tellimusel (juba kööki saadetud kaubaartiklitel, mis on tõstetud esile halliga, on kasutatavaid valikuid vähem).\n\nLõpuks näete ekraani vasemas alanurgas ümmarguste nuppude kogumit; kuvanduvad nupud sõltuvad teie POS-i konfiguratsioonist, kuid tavalised konfiguratsioonid hõlmavad selliseid võimalusi, nagu hinnaalanduste kohaldamine, teenustasude lisamine või kassasahtli avamine."
MsgHintOrderPaymentsTable,Tellimuse ekraan: makserežiim
MsgHintOrderPaymentsTableMsg,"Pärast klõpsamist Tellimuse ekraani vaskpoolses küljes asuval Maksa nupul sisenete Makserežiimi ja näete menüü/tooteloendi peale libisemas uut paneeli.\n\nDeebetsalbo on esitatud paneeli vasakus ülanurgas sinisega. See summa kasseeritakse sisse määratletud maksesuvandi kaudu. Te võite enne maksesuvandi valimist tippida koodisõrmistikult sisse pakutud summa.  Kui makse on sularaha, kuvatakse maksmisele kuuluva summa muudatus muudatuse väljal punases kirjas.\n\nLõpetatud maksele jootraha lisamiseks koputage Jootraha summale. Sisestatud jootraha lisamiseks sellele tehingule vajutage OK või jootraha lisamiseta väljumiseks Tühista nupule.\n\nKviitungi saaja meiliaadressi sisestamiseks vajutage Email nupul. Nupu Reprint vajutamine prindib täiendava kviitungi.\n\nTehingu osa või kogu tehingu hüvitamiseks, kustutamata tellimust või tellimuses olevaid kaubaartikleid, koputage Hüvita maksed nupul.\n\nKui tellimus on tasutud, koputage tellimuse sulgemiseks Valmis nupul."
MsgHintOrderPaymentsRetail,Tellimuse ekraan: makserežiim
MsgHintOrderPaymentsRetailMsg,"Pärast klõpsamist Tellimuse ekraani vaskpoolses küljes asuval Maksa nupul sisenete Makserežiimi ja näete tooteloendi peale libisemas uut paneeli.\n\nDeebetsaldo on esitatud paneeli vasakus ülanurgas sinisega. See summa kasseeritakse sisse määratletud maksesuvandi kaudu. Te võite enne maksesuvandi valimist tippida koodisõrmistikult sisse pakutud summa.  Kui makse on sularaha, kuvatakse maksmisele kuuluva summa muudatus muudatuse väljal punases kirjas.\n\nKviitungi saaja meiliaadressi sisestamiseks vajutage Email nupul. Nupu Reprint vajutamine prindib täiendava kviitungi.\n\nTehingu osa või kogu tehingu hüvitamiseks, kustutamata tellimust või tellimuses olevaid kaubaartikleid, koputage Hüvita maksed nupul.\n\nKui tellimus on tasutud, koputage tellimuse sulgemiseks Valmis nupul."
MsgCustomPrinterErrorHasBeenHappened,Toimus printeri tõrge. Võtke ühendust tehnilise toega.
MsgCustomPrinterErrorCode,Veakood
MsgCustomPrinterNearPaperEnd,"Paber on otsakorral, vaheta välja kohe kui võimalik."
MsgCustomPrinterPaperEnd,Paberi otsasaamisest tingitud tõrge. Pange uus paber.
MsgCustomPrinterEjFull,"Elektrooniline žurnaal on täis, vahetage välja või võtke ühendust tehnilise toega."
MsgCustomPrinterEjNearlyFull,"Elektrooniline žurnaal on peaaegu täis, vahetage välja niipea kui võimalik või võtke ühendust tehnilise toega."
MsgCustomPrinterPleaseCheckTheCoverIsClose,"Kontrolli, kas kaas on kinni."
MsgCustomPrinterCustomerDisplayIsDisconnected,Kliendi displei on väljalülitatud.
MsgItemNotReturnable,Seda kaupa ei saa tagastada.
MsgHouseAccountPaymentHistory,Maksete ajalugu
MsgHouseAccountFetchingData,Majakonto andmete toomine
MsgHouseAccountFailedToFetch,Aruande hankimine ebaõnnestus. Kontrollige internetiühenduse toimimist ja proovige hiljem uuesti.
MsgHouseAccountPaymentType,Makse tüüp
MsgHouseAccountDisplayHouseAccountPayments,Näita majakonto makseid
MsgHouseAccountUnpaidHouseAccountOrders,Maksmata majakonto tellimused
MsgHouseAccountErrorAccountNotEnabledForEstablishment,Majakontod ei ole selles asutuses lubatud.
MsgHouseAccountErrorAccountNotEnabledForCustomer,ENT summa kanti kaardile tagasi
MsgHouseAccountErrorAccountLimitReached,Makset ei ole võimalik teostada. Majakonto ülempiir on saavutatud.
MsgHouseAccountErrorFailedToSyncPayment,Majakonto makse sünkroniseerimine ebaõnnestus.
MsgHouseAccountPayment,Majakonto makse
MsgHouseAccountPayments,Majakonto maksed
MsgHouseAccountPleaseHoldOrCloseCurrentOrder,"Palun sulge või pane käesolev tellimus ootele, et jätkata majakontoga."
MsgHouseAccountPleaseWaitUntilAllPaymentsSynced,"Palun oota, kuni kõik eelnevad maksed on serverisse sünkroniseeritud, et jätkata majakonto kliendiga."
MsgHouseAccountLocked,Tellimust redigeeris %@ jaamas %@.
BtnSetupInterview,Intervjuu sätestamine
MsgOnboardingEstablishmentNotSet,Asutust ei ole sätestatud.\n Palun värskenda kassat.
MsgOnboardingFailedToSaveBackendSettings,Tagaliidese sätete salvestamine ebaõnnestus
MsgOnboardingFailedToSaveSupportTopics,Klienditoe teemade salvestamine ebaõnnestus.
BtnOnboardingCloseWizard,Sulge viisard
BtnOnboardingStartSelling,HAKKA MÜÜMA
BtnOnboardingAcceptStartBilling,KINNITA JA ALUSTA MAKSET
MsgOnboardingBusinessType,Äri tüüp
MsgOnboardingSelectYourIndustry,"Tähtsad asjad enne! Selleks, et sätestada oma uus Reveli POS, kinnita palun oma äri tüüp."
MsgOnboardingAdditionalSetUpAssistance,Täiendav abi sätestamisel
MsgOnboardingWhatElseWouldYouLike,"Peale põhisätete, mida saab Revel veel Teie jaoks teha?"
BtnOnboardingRetail,Jaemüük
BtnOnboardingQuickService,Kiirtoidurestoran (QSR)
BtnOnboardingTableService,Restoran
BtnOnboardingFoodTruck,Toiduauto
BtnOnboardingSalon,Salong
BtnOnboardingGrocery,Toidupood
MsgOnboardingLetsGetPersonal,Saame lähedasemaks
MsgOnboardingInformationForYourBusiness,"Siin on info, mis meil Sinu äri kohta on. Kuvame seda teavet erinevates aruannetes ja kliendikviitungites. Kui kõik näeb hea välja, tunne end mugavalt ja liigu edasi järgmise sammuni.\n \nKui soovid teha muudatusi, tee seda allpool."
MsgOnboardingPaymentMethods,Makseviis
MsgOnboardingWhatTypesOfPaymentsDoYouAccept,Milliseid makseviise soovid aktsepteerida?
MsgOnboardingBusinessName,Äri nimi
MsgOnboardingAddress1,Aadress 1
MsgOnboardingAddress2,Aadress 2
MsgOnboardingProvince,Maakond
MsgOnboardingEnterYourPrevailingTaxRate,Sisesta oma maksumäär allpool:
MsgOnboardingTaxName,Maksu nimi
MsgOnboardingRatePercentage,Maksumäär (protsent)
MsgOnboardingWhatElseShouldWeCover,Mida veel peaksime tegema?
MsgOnboardingWhenYouCompleteThisWizardPOS,"Kui sa lõpetad selle viisardi, siis Reveli spetsialist helistab sulle, et sa saaksid meie kassasüsteemist parima. Märgi kõik teemad allpool, mida soovid kõne ajal arutada."
MsgOnboardingWhenYouCompleteThisWizardManagementConsole,"Kui sa lõpetad selle viisardi, siis Reveli spetsialist helistab sulle, et sa saaksid meie aruande- ja juhatajakonsoolist parima. Märgi kõik juhatajakonsooli teemad allpool, mida soovid kõne ajal arutada."
MsgOnboardingYouHaveCompletedTraining,Oled lõpetanud koolituse ja ülesseadmise ning oled valmis minema ÜHENDUSSE!
MsgOnboardingCustomerSupportWillCall,"Reveli kasutajatoe esindaja võtab sinuga ühendust, et vaadata üle teemad, mille ülesseadmise ajal valisid."
MsgOnboardingPointOfSale,Kassasüsteem
MsgOnboardingBackOfficeManagementConsole,Halduskonsool
MsgOnboardingLetsGetSelling,Hakkame müüma
MsgOnboardingIsRequired,on vajalik
MsgOnboardingPaymentType,MAKSE TÜÜP
MsgOnboardingAccept,NÕUSTU
MsgOnboardingPrintReceipt,PRINDI KVIITUNG
MsgOnboardingCreditPlusTip,"Vali see makse tüüp, kui kasutad terminali / konsooli, mis pole Reveliga integreeritud."
MsgOnboardingPaymentProcessors,Maksetöötleja
MsgOnboardingWhoWillBeProcessingCC,Kes töötleb sinu krediitkaarte?
MsgOnboardingSelectYourProcessor,Vali oma maksetöötleja.
MsgOnboardingReturns,Tagastatud kaup
MsgOnboardingHowWouldYoLikeToHandleReturns,Kuidas soovid käsitleda tagastusi?
MsgOnboardingDebitCard,Deebetkaart
MsgOnboardingCreditPlus,Krediit +
MsgOnboardingAllowReturnsWithoutReceipt,Luba tagastusi ilma kviitungita?
MsgOnboardingLimitReceiptlessReturnsTo,Luba kviitungita tagastusi
MsgOnboardingReceiptlessReturnTender,Kviitungita tagastamise makseviis
MsgOnboardingAnyone,Igaüks
MsgOnboardingCashCredit,Sularaha ja krediit
MsgOnboardingWouldYouLikeSetUpProducts,"Kas soovid luua mõned kategoorad, alamkategooriad ja kaubaartiklid iPadis praegu?"
MsgOnboardingYouCanReturnToManageItemMode,Te võite pöörduda tulevikus Üksuste Haldamisrežiimi mis tahes ajal.
MsgOnboardingYouCanSetUpProductsFromManagementConsole,Lisaks võite mis tahes ajal luua kategooriaid ja kaubaartikleid halduskonsoolis või kasutada impordi funktsiooni.
MsgOnboardingPOSProductListMenuOptions,POS Tooteloend ja Menüüvalik
MsgOnboardingHowWouldYouLikeMenuProductListDisplayed,Kuidas võiks olla kuvatud teie menüü/kaubaartiklite loend kassasüsteemis?
MsgOnboardingEnableOneTouchMenu,Luba Ühe Puutega menüü
MsgOnboardingTurnOnDynamicMenuHeaders,Lülita sisse Päise Dünaamiline Menüü
MsgOnboardingStayOnLastItemAfterProductSelection,Jää viimati valitud kaubaartikli peale pärast valikut
MsgOnboardingOneTouchMenuTip,"See võimaldab sul näha menüü kategooriaid, selle asemel, et näha kategooriaid, alamkategooriaid ja kaubaartikleid ühel lehel. Valides ühe kindla kategooria tuleb ette selle kategooria alamkategooria. Sealt edasi võite valida mingi alamkategooria, et näha selle kaubaartikleid. Päise Dünaamiline Menüü peab olema lubatud."
MsgOnboardingDynamicMenuHeadersTip,See lisab kassasüsteemis menüüriba kategooriate ja kaubaartiklite kohale. Menüüriba kuvab hetkel valitud kategooria/alamkategooria. Need nupud võimaldavad navigeerida erinevate kategooriate/alamkatekooriate vahel.
MsgOnboardingStayOnLastItemTip,"Kui valitakse, siis jääb menüü käesolevale tootele, kui toode on valitud. Vastasel juhul pöördub menüü tagasi kategooriate nimekirja."
MsgOnboardingAlwaysOnMode,Alati Võrgus Režiim
MsgOnboardingIfYouLoseConnection,"Kui internetiühendus kaob, hoiab Reveli kassasüsteem sinu äri pidevalt töös. Öelge meile, kuidas soovite käsitleda makseid kui internetiühendus puudub."
