LocaleIdentifier,LT
MsgITLAllDataWillBeErased,"Visi duomenys bus ištrinti, kai tik diegimas bus baigtas. Įsitikinkite, ar tikrai norite pilnai perkonfigūruoti degalų pompų valdiklį"
MsgITLPleaseDisconnect,Prašome atsijungti prieš atnaujinimą
MsgITLFetchingStatus,Gaunama būsena
MsgITLMeterReadings,Skaitiklio rodmenys
MsgITLSendMeterReadings,Siųsti skaitiklio rodmenis
MsgITLFetchingMeterReadings,Gaunami skaitiklio rodmenys
MsgITLFetchingMeterReadingsFailed,Nepavyko gauti duomenų
MsgHintPosSettings,POS sistemos nuostatos
MsgHintPosSettingsMsg,"Šioje skiltyje galite suteikti darbuotojams teises nustatyti kasos terminalo stalčius, uždrausti atsiskaitymus kreditinėmis kortelėmis atjungties veiksenoje, įjungti bandymo veikseną ir t.t."
MsgHintLock,Užrakinti POS terminalą
MsgHintLockMsg,"Naudokite šią skiltį darbuotojų teisių apribojimui prisijungti prie tam tikrų POS terminalų. (Atsiminkite, kad darbuotojai, kuriems nustatytos savininko (Owner) ar vadovo (Manager) tesės, visada gali prisijungti prie visų terminalų.)"
MsgHintFinancials,Finansinė informacija
MsgHintFinancialsMsg,"Šiame lange rasite finansines ataskaitas, kurias yra galimybė atsispausdinti. Išsamesnes ataskaitas galite rasti sistemos valdymo konsolėje, ataskaitų (Reports) skiltyje."
MsgHintOfflinePayments,Nesinchronizuoti mokėjimai
MsgHintOfflinePaymentsMsg,"Jei 'Dienos pabaigos' procesas (nustatytas valdymo konsolėje) dar neapima mokėjimų atjungties veiksenoje peržiūros, šiame lange galėsite peržiūrėti ir sutvarkyti mokėjimus, atliktus atjungties veiksenoje, kurie nebuvo sutvarkyti automatiškai (tai dažniausiai atliekama nedelsiant, kai atsinaujina interneto ryšys). Jūs matysite operacijos ID numerius, kortelių turėtojų vardus (jei pirkėjas išsaugotas sistemoje), mokėjimo kortelių paskutinius keturis skaičius, operacijų datas/laikus ir bendras mokėjimų sumas (įtraukiant ir arbatpinigius).\n\nBakstelėkite 'Priversti' (Force) ekrano viršuje, kad sutvarkytumėte išvardintus mokėjimus. Jei yra nepriimtų mokėjimų, jie bus perkelti į nepriimtų (Declined) mokėjimų langą. (Atkreipkite dėmesį:  jei peržiūrite mokėjimus atliktus atjungties veiksenoje kaip 'Dienos pabaigos' procedūros dalį, o POS terminalas veikia vis dar atjungties veiksenoje, procesas negalės būti pabaigtas, kol nebus atnaujintas interneto ryšys)."
MsgHintDeclinePayments,Atmesti mokėjimai
MsgHintDeclinePaymentsMsg,"Jei 'Dienos pabaigos' procedūra (sukonfigūruota valdymo konsolėje) nereikalauja nepriimtų mokėjimų peržiūros, Jūs galite naudoti šį langą jų tvarkymui. Čia matysite kiekvieno nepriimto mokėjimo ypatybes, įtraukiant atmetimo priežastį (pvz. blogas kortelės numeris).\n\nBakstelėkite 'Bandyti dar kartą' mygtuką, kad iš naujo apdorotumėte mokėjimą.\n\nJei mokėjimas vis dar nepriimtas — ir Jūs išbandėte visas galimybes mokėjimą gauti ir už Revel sistemos ribų— Jums reikia nuslinkti jį į dešinę, kad mokėjimas būtų ištrintas iš sąrašo. Jei norėsite mokėjimą ištrinti, sistema parodys įspėjimą ir perklaus, ar tikrai norite jį ištrinti."
MsgHintSyncLog,Sinchronizuoti žurnalą
MsgHintSyncLogMsg,Ši skiltis padės Revel klientų aptarnavimo komandai sprendžiant iPad-Serverio sinchronizacijos problemas.
MsgHintTroubleShoot,Trikčių šalinimo veiksena
MsgHintTroubleShootMsg,"Jei tektų kreiptis į klientų aptarnavimo skyrių, Jūsų gali būti paprašyta nustatyti trikčių diagnostikos ir šalinimo veikseną — nustatomą čia — kad mums būtų persiųsta naudinga informacija apie Jūsų sistemos konfigūraciją."
MsgHintBatchProcess,Partijos apdorojimas
MsgHintBatchProcessMsg,'Partijos apdorojimo' lange galima apdoroti visus arbatpinigius iš karto arba atskirai.\n\n\n\n
MsgHintEodProcess,'Dienos pabaigos' procedūra
MsgHintEodProcessMsg,"Individualizuota 'Dienos pabaigos' procedūra gali būti sukurta esamos dienos veiklai sutvarkyti ir sistemos paruošimui kitai darbo dienai. Ši ypatybė užtikrina, kad visos svarbios verslo procedūros būtų atliktos nuosekliai ir laiku.\n\nAdministratorius sistemos valdymo konsolėje gali sukonfigūruoti (Settings > Advanced POS settings) pranešimą darbuotojams, kuris nustatytu laiku primintų apie būtinybę atlikti 'Dienos pabaigos' procedūrą.\n\nPOS sistemos ekranas Jums padės atlikti 'Dienos pabaigos' procedūrą. Po to, 'Dienos pabaigos' ataskaita galės būti sugeneruota POS ekrane, o valdymo konsolėje bus pasiekiamas atliktų veiksmų registracijos žurnalas."
MsgHintManageItem,Produkto tvarkymo veiksena
MsgHintManageItemMsg,"Galite naudotis 'Produkto tvarkymo veiksena' tiesiai iš iPad, greitam meniu/produktų pakoregavimui ar naujų įvedimui. "
MsgHintTable,Stalelių ekranas
MsgHintTableMsg,"Trumpam bakstelėkite stalelį, kad sukurtumėte naują užsakymą arba pridėtumėte į užsakymą naujų produktų. Laisvi staleliai žymimi pilka spalva, o užimti - spalvotai (mėlynai, žaliai ar raudonai), priklausomai nuo užsakymo būsenos. Bakstelėkite ir palaikykite ilgiau, kad pamatytumėte papildomas parinktis (užsakymo perkėlimas kitam staleliui, stalelio priskyrimas kitam darbuotojui, žiūrėti laikmačio ypatybes). Slinkite ekrano vaizdą į kairę ar dešinę, kad pereitumėte į kitą sekciją (jei yra sukurta valdymo konsolėje).\n\nGalite paspausti ypatybių mygtuką, esantį po mygtuku '+ Naujas užsak.', kad pamatytumėte detalią stalelių informaciją.\n\n\n\nTaip pat, matysite laukiančiųjų sąrašo ir rezervacijų skiltis, jei Jūsų įstaigai šios funkcijos sukurtos valdymo konsolėje. "
MsgHintBar,Baro kortelių / Sąsk. prie baro ekranas
MsgHintBarMsg,"Trumpam bakstelėkite pilką kvadratėlį, kad sukurtumėte baro kortelę (sąskaitą prie baro) arba mėlyną kvadratėlį, jei norite atidaryti jau sukurtą. Bakstelėkite ir palaikykite ilgiau, kad pamatytumėte papildomas parinktis (užsakymo perkėlimas, stalelio priskyrimas kitam darbuotojui, žiūrėti laikmačio ypatybes). Naudokite padidinimo stiklo ikonėlę, esančią šalia naujos barko kortelės sukūrimo mygtuko, kad galėtumėte surasti kortelę pagal kliento vardą, užsakymo nr. ar kortelės nr."
MsgHintOrderMenuTable,Užsakymo ekranas: Meniu režimas
MsgHintOrderMenuTableMsg,"Naudokitės šio ekrano dešine puse, kad į užsakymą įtrauktumėte reikiamus produktus. Bakstelėkite kategorijos ir pakategorės langelius, kad rastumėte reikiamą produktą žemiau atsirandančioje produktų skiltyje ir pasirinkite reikiamą produktą — kairėje ekrano pusėje atsiras produkto pavadinimas, kiekis, kaina ir bendra mokėtina suma. Taip pat, greitai produkto paieškai iš viso meniu sąrašo galite naudotis dešinės ekrano pusės viršuje esančiu mygtuku 'Paieška'.\n\nBakstelėkite melsvą mygtuką 'Siųsti užsakymą', esantį užsakymo skiltyje, kairėje ekrano pusėje, kad nusiųstumėte užsakymą į virtuvės spausdintuvą ar virtuvės ekraną (jei jie yra). Kad išeitumėte iš užsakymo lango ir galėtumėte į jį sugrįžti vėliau, bakstelėkite 'Atidėti užsakymą'. Kai norėsite į užsakymą grįžti — paspauskite viršuje esantį mygtuką 'Užsakymai' ir pasirinkite reikiamą užsakymą iš atidėtų užsakymų sąrašo.\n\nPasirinkite bet kurį produktą iš į užsakymą įtrauktų produktų užsakymo skiltyje, kairėje ekrano pusėje ir atidarysite langą su produkto modifikavimo galimybėmis.\n\nGaliausiai, užsakymo skiltyje kairėje ekrano pusėje, apačioje, matysite eilę apvalių mygtukų, kurie atvaizduojami priklausomai nuo Jūsų POS sistemos konfigūracijos ir leidžia sukurti nuolaidas užsakymui, keisti pietų parinktis, pridėti papildomus produktus, kurių nėra meniu, perleisti stalelį kitam darbuotojui ir pan. "
MsgHintOrderMenuRetail,Užsakymo ekranas: Meniu režimas
MsgHintOrderMenuRetailMsg,"Naudokitės šio ekrano dešine puse, kad į užsakymą įtrauktumėte reikiamas prekes. Bakstelėkite kategorijos ir pakategorės langelius, kad rastumėte reikiamą prekę žemiau atsirandančioje produktų skiltyje ir pasirinkite reikiamą prekę — kairėje ekrano pusėje atsiras prekės pavadinimas, kiekis, kaina ir bendra mokėtina suma. Taip pat, greitai produkto paieškai iš viso meniu sąrašo galite naudotis dešinės ekrano pusės viršuje esančiu mygtuku 'Paieška'.\n\nKad išeitumėte iš užsakymo lango ir galėtumėte į jį sugrįžti vėliau, bakstelėkite 'Atidėti užsakymą'. Kai norėsite į užsakymą grįžti — paspauskite viršuje esantį mygtuką 'Užsakymai' ir pasirinkite reikiamą užsakymą iš atidėtų užsakymų sąrašo.\n\nPasirinkite bet kurią prekę iš į užsakymą įtrauktų prekių užsakymo skiltyje, kairėje ekrano pusėje ir atidarysite langą su prekės modifikavimo galimybėmis.\n\nGaliausiai, užsakymo skiltyje kairėje ekrano pusėje, apačioje, matysite eilę apvalių mygtukų, kurie atvaizduojami priklausomai nuo Jūsų POS sistemos konfigūracijos ir leidžia sukurti nuolaidas užsakymui, atidaryti kasos terminalo stalčių, įvesti brūkšninį kodą ir pan."
MsgHintOrderPaymentsTable,Užsakymo ekranas: mokėjimų režimas
MsgHintOrderPaymentsTableMsg,"Paspaudus mėlyną mygtuką 'Mokėti', esantį užsakymo lango apačioje, dešinėje ekrano pusėje Jums atsidarys apmokėjimo langas.\n\nMokėtina suma, nurodyta mėlynu šriftu apmokėjimo lango viršutiniame kampe kairėje. Ši suma ir turi būti sumokėta. Įveskite sumą ir pasirinkite mokėjimo būdą. Galite įvesti nepilną sumą ir pasirinkti mokėjimą kortele, likusią dalį apmokant grynaisiais pinigais. Įvedus pirkėjo paduotą pinigų sumą, grąžos suma yra nurodoma grąžos laukelyje raudonu šriftu.\n\nSpauskite 'Arbatpinigių suma', jei norite pridėti arbatpinigių prie užsakymo. Spauskite 'Gerai', kad pridėtumėte įvestą arbatpinigių sumą arba 'Atšaukti', jei nusprendėte arbatpinigių nebepridėti.\n\nSpauskite 'Siųsti el. paštu' ir įveskite el. pašto adresą, kuriuo norite nusiųsti kvitą. Spauskite 'Spausdinti iš naujo', jei norite atspausdinti papildomą kvitą.\n\nSpauskite 'Grąžintini mokėjimai', jei norite grąžinti pinigus pirkėjui neištrinant pačio užsakymo arba užsakymo produktų.\n\nKai tik užsakymas bus sutvarkytas, spauskite 'Atlikta' ir užsakymas užsidarys. "
MsgHintOrderPaymentsRetail,Užsakymo ekranas: mokėjimų režimas
MsgHintOrderPaymentsRetailMsg,"Paspaudus mėlyną mygtuką 'Mokėti', esantį užsakymo lango apačioje, dešinėje ekrano pusėje Jums atsidarys apmokėjimo langas.\n\nMokėtina suma, nurodyta mėlynu šriftu apmokėjimo lango viršutiniame kampe kairėje. Ši suma ir turi būti sumokėta. Įveskite sumą ir pasirinkite mokėjimo būdą. Galite įvesti nepilną sumą ir pasirinkti mokėjimą kortele, likusią dalį apmokant grynaisiais pinigais. Įvedus pirkėjo paduotą pinigų sumą, grąžos suma yra nurodoma grąžos laukelyje raudonu šriftu.\n\nSpauskite 'Siųsti el. paštu' ir įveskite el. pašto adresą, kuriuo norite nusiųsti kvitą. Spauskite 'Spausdinti iš naujo', jei norite atspausdinti papildomą kvitą.\n\nSpauskite 'Grąžintini mokėjimai', jei norite grąžinti pinigus pirkėjui neištrinant pačio užsakymo arba užsakymo produktų.\n\nKai tik užsakymas bus sutvarkytas, spauskite 'Atlikta' ir užsakymas užsidarys. "
MsgCustomPrinterErrorHasBeenHappened,Spausdintuvo triktis. Prašome susisiekti su techninės pagalbos skyriumi.
MsgCustomPrinterErrorCode,Trikties kodas
MsgCustomPrinterNearPaperEnd,"Baigiasi popierius, pakeiskite kaip įmanoma greičiau."
MsgCustomPrinterPaperEnd,Pasibaigusio popieriaus triktis. Prašome pakeisti popierių.
MsgCustomPrinterEjFull,Pilnas el. žurnalas. Prašome pakeisti arba susisiekti su techninės pagalbos skyriumi.
MsgCustomPrinterEjNearlyFull,El. žurnalas beveik pilnas. Prašome kaip įmanoma greičiau pakeisti arba susisiekti su techninės pagalbos skyriumi.
MsgCustomPrinterPleaseCheckTheCoverIsClose,Patikrinkite ar tinkamai uždarytas spausdintuvo dangtis.
MsgCustomPrinterCustomerDisplayIsDisconnected,Kliento ekranas (CDS) yra atjungtas.
MsgItemNotReturnable,Šis produktas negali būti grąžintas.
MsgHouseAccountPaymentHistory,Mokėjimai
MsgHouseAccountFetchingData,„Namų“ sąskaitos
MsgHouseAccountFailedToFetch,Nepavyko atverti ataskaitos. Patikrinkite interneto ryšį ir pamėginkite vėliau.
MsgHouseAccountPaymentType,Atsiskaitymo būdas
MsgHouseAccountDisplayHouseAccountPayments,Rodyti tik „namų“ sąskaitas
MsgHouseAccountUnpaidHouseAccountOrders,„Namų“ sąskaitos
MsgHouseAccountErrorAccountNotEnabledForEstablishment,"\""Namų sąskaita\"" šiai įstaigai nenustatyta."
MsgHouseAccountErrorAccountNotEnabledForCustomer,ENT suma grąžinta į kortelę
MsgHouseAccountErrorAccountLimitReached,Negalima priimti mokėjimo. Pasiektas namų sąskaitos limitas.
MsgHouseAccountErrorFailedToSyncPayment,Nepavyko atnaujinti mokėjimo įrašo.
MsgHouseAccountPayment,„Namų“ sąskaitos
MsgHouseAccountPayments,„Namų“ sąskaitos
MsgHouseAccountPleaseHoldOrCloseCurrentOrder,Sulaikykite arba uždarykite dabartinį užsakymą prieš naudojantis namų sąskaitomis.
MsgHouseAccountPleaseWaitUntilAllPaymentsSynced,Palaukite kol buvę mokėjimai bus nusiųsti į serverį prieš naudojantis namų sąskaitomis.
MsgHouseAccountLocked,Užsakymą redagavo %@ %@ terminale.
BtnSetupInterview,Įrengimo apklausa
MsgOnboardingEstablishmentNotSet,Nenustatyta įstaiga arba POS terminalas!\nPrašome atnaujinti POS terminalą.
MsgOnboardingFailedToSaveBackendSettings,Nepavyko atnaujinti arbatpinigių
MsgOnboardingFailedToSaveSupportTopics,Nepavyko atnaujinti arbatpinigių
BtnOnboardingCloseWizard,Uždaryti užsakymą
BtnOnboardingStartSelling,PRADĖTI PARDAVIMUS
BtnOnboardingAcceptStartBilling,SUTIKTI IR PRADĖTI MOKĖJIMUS
MsgOnboardingBusinessType,Kuro tipas
MsgOnboardingSelectYourIndustry,Pradėkime nuo pradžių! Norint sukonfiguruoti Jūsų naują Revel kasą pasirinkite savo verslo šaką.
MsgOnboardingAdditionalSetUpAssistance,Papildomi veiksmai
MsgOnboardingWhatElseWouldYouLike,"Kartu su įprastiniais nustatymais, ką dar Revel galėtų jums padaryti?"
BtnOnboardingRetail,Prekyba mažmena
BtnOnboardingQuickService,Paslauga
BtnOnboardingTableService,Apmokestinami aptarnavimo mokesčiai
BtnOnboardingFoodTruck,Maisto sunkvežimis
BtnOnboardingSalon,Salonas
BtnOnboardingGrocery,Bakalėja
MsgOnboardingLetsGetPersonal,Susipažinkime artimiau
MsgOnboardingInformationForYourBusiness,"Informacija kurią dabar surinkome apie Jūsų verslą pateikta apčioje. Šią informaciją mes Jums pateiksime įvairiose ataskaitose ir ji bus spausdinama ant Jūsų klientų čekių. Jei viskas atrodo tinkamai, tęskite.\n\nJei norite padaryti pakeitimų, tai galite padaryti dabar."
MsgOnboardingPaymentMethods,Pasirinkti atsiskaitymo būdą
MsgOnboardingWhatTypesOfPaymentsDoYouAccept,Kokius mokėjimo būdus Jūs naudosite?
MsgOnboardingBusinessName,Adresas
MsgOnboardingAddress1,Adresas
MsgOnboardingAddress2,Adresas
MsgOnboardingProvince,Rajonas
MsgOnboardingEnterYourPrevailingTaxRate,Įveskite savo mokesčių tarifą:
MsgOnboardingTaxName,Kviečiamasis vardas
MsgOnboardingRatePercentage,Tarifas (Procentais)
MsgOnboardingWhatElseShouldWeCover,Ką dar reiktų apžvelgti?
MsgOnboardingYouHaveCompletedTraining,Jūs pabaigėte mokymus ir konfiguracija ir esate pasiruošęs PRADĖTI DARBĄ! 
MsgOnboardingCustomerSupportWillCall,"Revel klientų aptarnavimo specialistas Jums paskambinas ir apžvelgs temas, kurias Jūs pažymėjote konfiguracijos metu."
MsgOnboardingPointOfSale,Taškų likutis
MsgOnboardingBackOfficeManagementConsole,Valdymo konsolė
MsgOnboardingLetsGetSelling,Pradėkime pardavinėti
MsgOnboardingIsRequired,*Būtina užpildyti visus laukelius.
MsgOnboardingPaymentType,MOKĖJIMAI
MsgOnboardingAccept,PRIIMTI
MsgOnboardingPrintReceipt,ĮDĖJIMO KVITAS
MsgOnboardingCreditPlusTip,"Įjunkite šį mokėjimo būdą jeigu naudojate atskirą terminalą/konsolę, kuri nėra integruota su Revel, priimdami mokėjimus."
MsgOnboardingPaymentProcessors,Mokėjimų apdorojimas
MsgOnboardingWhoWillBeProcessingCC,Kas apdoros Jūsų mokėjimo kortelių duomenis?
MsgOnboardingSelectYourProcessor,Pasirinkti produktus
MsgOnboardingReturns,Produktų grąžinimai
MsgOnboardingHowWouldYoLikeToHandleReturns,Kaip norite mokėti?
MsgOnboardingDebitCard,Kreditinė kortelė
MsgOnboardingCreditPlus,Kreditinė kortelė +
MsgOnboardingAllowReturnsWithoutReceipt,Ar norite spausdinti kvitą?
MsgOnboardingLimitReceiptlessReturnsTo,Produktų grąžinimas be kvito
MsgOnboardingReceiptlessReturnTender,Produktų grąžinimas be kvito
MsgOnboardingAnyone,Visi
MsgOnboardingCashCredit,Mokėjimų grynaisiais pinigais ir kreditinėmis kortelėmis žurnalas
MsgOnboardingWouldYouLikeSetUpProducts,Ar norite sukurti naują produktą nesutampančiu brūkšniniu kodu?
MsgOnboardingYouCanReturnToManageItemMode,Grįžti į produktų tvarkymo režimą galėsite bet kuriuo metu.
MsgOnboardingYouCanSetUpProductsFromManagementConsole,Taip pat Jūs galite kurti kategorijas ir produktus per valdymo konsolę ar mąsinio importavimo metu.
MsgOnboardingPOSProductListMenuOptions,Kasos produktų sąrašo ir meniu nustatymai
MsgOnboardingHowWouldYouLikeMenuProductListDisplayed,Kaip kasoje turėtų būti atvaizduojamas meniu/produktų sąrašas?
MsgOnboardingEnableOneTouchMenu,Įjungti vieno prisilietimo meniu
MsgOnboardingTurnOnDynamicMenuHeaders,Įjungti dinamines meniu antraštes
MsgOnboardingStayOnLastItemAfterProductSelection,Palikti paskutinio pasirinkto produkto langą atidaryta po produkto pasirinkimo?
MsgOnboardingOneTouchMenuTip,"Tai leis Jums meniu matyti tik kategorijas vietoj kategorijų, subkategorijų ir produktų. Paspaudus ant konkrečios kategorijos galėsite pamatyti esama subkategorijas. Paspaudus ant subkategorijos galėsite pamatyti atitinkamus produktus. Turi būti įjungta jei norite įjungti ir dinamines meniu antraštes."
MsgOnboardingDynamicMenuHeadersTip,Prideda meniu juosta virš kategorijų ir produktų. Meniu juosta parodo esamą kategoriją/subkategoriją. Juosta gali būti naudojama greičiau pereiti iš vienos kategorijos į kitą.
MsgOnboardingAlwaysOnMode,"\""Visada įjungta\"" režimas"
MsgOnboardingIfYouLoseConnection,"Jeigu prarandate ryšį su internetu, Revel kasa vistiek bus įjungta. Pasakykite kaip Jūs norėsite elgtis su transakcijomis kai nėra interneto ryšio."
MsgOnboardingEnableOfflineCreditCardPayments,Išjungti mokėjimus kreditine kortele neprisijungus
MsgOnboardingMaximumAmountForSingleOfflinePayment,Didž. leistina mokėjimo suma dirbant atjungties veiksena
MsgOnboardingMaximumAmountForUnprocessedOfflinePayments,"Didž. leistina bendra visų neapdorotų mokėjimų suma, dirbant atjungties veiks."
MsgOnboardingMaximumAmountForUnprocessedDeclinedPayments,Didž. leistina bendra visų neapdorotų atmestų mokėjimų suma
MsgOnboardingOneTimeLimit,Limitas per vieną kartą
MsgOnboardingCumulativeLimit,Bendras limitas
MsgOnboardingLoggingInOut,Prisijungimas ir atsijungimas
MsgOnboardingHowWouldYouLikeEmployeesLogInOut,Kaip norite gauti sąskaitą faktūrą?
MsgOnboardingAutomaticallyLogOutInactiveEmployees,Automatiškai atjungti neveiklius darbuotojus
MsgOnboardingMaximumLengthOfInactivity,Maksimalus neveiklumo laikas
MsgOnboardingAutomaticallyLogOutAfterEachTransaction,Automatiškai attsijungti po kiekvienos transakcijos
MsgOnboardingCloseHeldReceiptsEachNight,Uždaryti sulaiktyus užsakymus kiekvieną naktį
MsgOnboardingCloseHeldReceiptsAt,Uždaryti užlaikytus užsakymus
MsgOnboardingClockingIn,Seanso pradėjimas
MsgOnboardingHowWouldYouLikeEmployeesToClockIn,Kaip norite gauti sąskaitą faktūrą?
MsgOnboardingEmployeesMustClockInToAccessiPad,Darbuotojas nepradėjo seanso arba nepavyko patvirtinti seanso pradžios.
MsgOnboardingRequirePhotoToClockIn,Nepradėjo seanso.
MsgOnboardingTermsConditions,Nuostatos ir sąlygos
BtnOnboardingSetUpProducts,PRODUKTAI
MsgOnboardingSecond,sekundė
MsgOnboardingSeconds,sekundės
MsgOnboardingEmployeeList,Darbuotojai
MsgOnboardingWhoWorksForYou,Kas Jums dirba?
MsgOnboardingWage,Valandinė alga
MsgOnboardingPINAlreadyExists,Tokia lojalumo kortelė jau yra.
MsgOnboardingPINValidationFailed,RPI atnaujinti nepavyko
MsgOnboardingValidating,Laukiama.
MsgOnboardingAtLeastOnePaymentMethod,Nors vienas mokėjimos būdas turi būti įjungtas.
MsgOnboardingShouldCloseAtNonWorkingTime,Sulaikyti užsakymai turėtų būti nustatyti užsidaryti ne darbo laiku.
