LocaleIdentifier,SP
BtnMoveOrdersTodaysOrdersByEmp,Pedidos de hoy - por Empl.
BtnMoveOrdersTodaysOrdersByTab,Pedidos de hoy - por Pest.
BtnMoveOrdersTodaysOrdersByCap,Pedidos de hoy -por Cap.
BtnMoveOrdersTodaysOrdersBySec,Pedidos de hoy - por Sec.
BtnMoveOrdersTodaysOrdersByOrdS,Pedidos de hoy - por Pedidos
BtnMoveOrdersTodaysOrdersByOrd,Pedidos de hoy - por Ped.
MsgMoveOrdersAllSections,Todas las secciones
MsgMoveOrdersSelectDestination,Seleccionar destinación
MsgMoveOrdersRefundManually,Solo artículos pueden moverse. Pagos en el pedido %@ no pueden moverse y tienen que reembolsarse manualmente
MsgMergeOrdersWhichToKeep,¿Cuál pedido te gustaría mantener?
MsgMergeOrdersTableHeader,Unir pedidos  | Seleccionar Pedidos para unir
MsgMoveOrdersPaymentsRefundManually,Pagos en Pedidos: %@ no pueden moverse y tienen que reembolsarse manualmente
MsgMoveOrdersPaymentsDiscountMove,Descuentos en pedidos no pueden moverse y tienen que re aplicarse manualmente
MsgMoveOrdersPaymentsServiceFeeMove,Cargos por servicio en pedidos no puede moverse y tienen que re aplicarse manualmente
MsgMergeOrderSplitBillsClear,Cuentas separadas en pedido: %@ se borrarán. ¿Estás seguro?
MsgMoveMergeOrderPaymentMoved,Pago original movido al pedido
MsgMergeOrders,Unir Pedidos
MsgMoveOrdersIsNotPossibleDueDestinationOrder,No es posible unir porque la destinación Pedido# %@ tiene cuentas y pago(s) separados. Por favor cierre cuentas separadas manualmente. 
MsgGiftCardBlances,Tus balances nuevos están mostrados abajo
MsgBLEServiceGiftRewardCaption,Tarjeta regalo / Tarjeta de recompensas
MsgOrderCustomerTrackingNumber,"Pedido #, cliente, número de rastreo"
MsgOrderCustomer,"Pedido #, Cliente"
MsgShipped,Enviado
MsgNormal,Normal
MsgComments,Comentarios
MsgKdsShowQuantity,Mostrar Cantidad
MsgKdsCallNameFontSize,Tamaño de fuente de Nombre de referencia:
MsgKdsDoubleTapDoneonWaitingOrders,Haz doble click en Hecho en los Pedidos Pendientes
MsgAddNewCheck,Añade Nuevo Cheque
MsgWetstockOverviewHeader,Gestión de Wetstock- Vista previa
MsgWetstockPumpManagementHeader,Gestión de Wetstock - Gestión de Surtidor
BtnWetstockEndOfDay,Fin del Día
BtnWetstockEndOfMonth,Fin del Mes
BtnWetstockInitialization,Inicialización
BtnWetstockReconcile,Reconciliar
BtnWetstockDetails,Detalles
MsgWetstockReconcileHeader,Reconciliación de Contador de Surtidor
MsgWetstockDateTime,Fecha / Tiempo
MsgWetstockEvent,Evento
MsgWetstockAmtDispenced,Imp. Dispensado
MsgWetstockAmtonMeter,Imp. en Contador
MsgWetstockGrade,Grado
MsgWetstockAllHoses,Todas Mangueras
MsgWetstockTransactionSale,Venta
MsgWetstockTransactionReconcile,Reconciliar
MsgWetstockReconcilationNotes,Notas de Reconciliación
BtnWetstockTankTransfer,Traslado de Tanque
BtnWetstockPrintForecourtMap,Imprimir Mapa de Forecourt
MsgWetstockPumpNotResponding,No respondiendo
MsgWetstockPumpNotInstalled,No instalado
MsgWetstockPumpBusy,Ocupado
MsgWetstockManualPump,Surtidor manual
MsgWetstockFullyOperational,Completamente Operativo
MsgWetstockFuelPumps,Surtidores de combustible
MsgWetstockTanks,Tanques
BtnWetstockViewDetails,Ver\nDetalles
MsgWetstockTotalFuelBookstock,Total de Bookstock de combustible
MsgWetstockTotalValueFuelRemaining,Valor total de Combustible Restante
MsgWetstockFuelStock,Stock de Combustible
MsgWetstockTankInfo,Info de tanque
MsgWetstockAllTanks,Todos- tanques
MsgWetstockTankManagement,Gestión de tanque
MsgWetstockTransactionPumpTest,Prueba de surtidor
MsgWetstockTransactionTankTransfer,Traslado Inter tanque
MsgWetstockFuelType,Tipo de combustible
MsgWetstockFullCapacity,Capacidad completa
MsgWetstockSafeWorkingCapacity,Capacidad de funcionamiento de caja fuerte
MsgWetstockCurrentVolume,Cantidad antual
MsgWetstockUllage,Merma
MsgWetstockWaterLevel,Nivel del agua
MsgWetstockOperational,Operativo
MsgWetstockBlocked,Bloqueado
MsgWetstockTransferAmount,Importe de traslado
MsgWetstockTransferTankNotPossibleToTransfer,No es posible trasladar combustible en el mismo tanque
MsgWetstockTransactionPumpTestReturn,Devolución de Prueba de surtidor
MsgFailedToUpdateTips,Fallado en actualizar propinas
MsgNothingToUpdate,Nada para actualización
MsgTransferTo,Trasladar a 
MsgHours,hora(s)
MsgLoggedInAs,Registrado como
MsgPriceChangesWaiting,Cambio de precio espera que sea aceptado.
MsgPriceChangesTapHere,Toca aquí para continuar
MsgPriceRefreshInProcess,Actualización de precio está en proceso...
MsgPriceChanges,Cambios de precio
MsgPriceChangesPriceChangesAvailable,Cambios de precio están disponibles.
MsgPriceChangesLogoutMessage,Por favor cierre la sesión y actualización comenzará automáticamente.
MsgPriceChangesAcceptMessage,"Si aceptas, actualización comenzará automáticamente."
MsgPriceChangesNote,Por favor acepta cambios en estación de configuración %@ como
MsgPriceChangesNoteWait,"Si quieres, te recordaremos en 5 minutos. "
MsgPriceChangesNoteWaitXMinutes,"Si quieres, te recordaremos en 5 minutos. "
MsgPriceChangesWarning,Advertencia: Tu estación de configuración no está establecida en Consola Web. Tu Controlador de forecourt no se actualizará.
MsgPriceChangesCurrentPrice,Precio actual
MsgPriceChangesNewPrice,Nuevo precio
MsgPriceChangesWetstockMessage,Cambios de precio para Wetstock están disponibles.
MsgGasStationSettingsRefreshRequired,Actualización de ajustes y / o cambios de precio están esperando que sean aceptados. 
MsgAppliedPumpPricePrice,Precio de venta aplicado
MsgSmsMessageSuccessfullySentTo,Mensaje sms enviado con éxito a %@.
MsgSentSmsIsNotDelivered,Mensaje sms a %@  no ha sido enviado.
MsgCanceledByPhone,Cancelado por teléfono
MsgSalesDailyCashDescription,"Lista de artículos con transacciones de efectivo, desde el efectivo iniciar a efectivo esperado en gaveta."
MsgSalesDailyPaymentSummaryDescription,Total de pago resumido para cada tipo de pago.
MsgSalesDailyPaymentLogDescription,"Lista con artículos de pagos recibidos, agrupados por tipo de pago."
MsgSalesReportDescription,"Informe de ventas comprensivo, configurable. Incluye resumidas ventas, descuentos, anulaciones, reembolsos, pagos y datos pasivos."
MsgSalesReportDescriptionRevelLite,"Informe de ventas comprensivo, configurable. Incluye resumidas ventas, descuentos, anulaciones, reembolsos, pagos y datos pasivos."
MsgSalesSummaryCashLog,Registro de efectivo diario
MsgSalesSummaryPaymentSummary,Resumen de pago diario
MsgSalesSummarySalesReport,Informe de ventas
MsgOrderIsNotCompliant,Pedido no es complaciente
MsgITLUpdatePrices,Actualizar precios
MsgITLSetupForecourt,Configurar Forecourt
MsgITLUpdateForecourt,Actualizar Forecourt
MsgITLForecourtConnectionStatus,Estatus de configuración de forecourt
MsgITLActiveTransactions,Transacciones activas
MsgITLUpdateLogs,Actualizar Registros
MsgITLSendToSupport,Enviar a Apoyo
MsgITLFullLogs,Registros completos
MsgITLRequestFailedUnknownStatus,Petición ha fallado por estatus desconocido
MsgITLLogOut,Cerrar sesión
MsgITLLogIn,Iniciar sesión
MsgITLAllDataWillBeErased,Todos los datos de borrarán una vez la configuración esté completada. Por favor asegúrate de que vas a reconfigurar forecourt completamente
MsgITLPleaseDisconnect,Por favor desconecta antes de actualizar
MsgITLFetchingStatus,Estatus de recuperación
MsgITLMeterReadings,Medición de metro
MsgITLSendMeterReadings,Enviar medición de metro
MsgITLFetchingMeterReadings,Recuperando mediciones de metro
MsgITLFetchingMeterReadingsFailed,Recuperación ha fallado
MsgHintPosSettings,Configuracion de punto de venta
MsgHintPosSettingsMsg,"De esta sección, puedes permitir a todos los empleados que establecen cajas registradoras, desactivar pagos con tarjeta de crédito sin conexión, activar Modo de Prueba y mucho más. "
MsgHintLock,Bloquear POS Terminal
MsgHintLockMsg,Usa esta sección para restringir ciertos empleados de los POS terminales individuales. (Nota que empleados con permisos de Propietario o Gerente siempre pueden registrarse en cualquier terminal).
MsgHintFinancials,Financieros
MsgHintFinancialsMsg,"En esta pantalla, encontrarás informes financieros concisos e imprimibles. Para opciones de informes más exhaustivos, visita Consola Web (Pestaña de informes)."
MsgHintOfflinePayments,Pagos fuera de linea
MsgHintOfflinePaymentsMsg,"Si tu Proceso Fin del Día (configurado en Consola Web) ya no incluye vista previa de pagos sin conexión, esta pantalla permite que veas y procesiones pagos sin conexión que no han sido procesados automáticamente (esto habitualmente ocurre en cuento tu conexión a la red se re establece). Verás IDs de transacción, nombres de propietarios de tarjetas ( si el cliente está guardado en el sistema), últimos 4 dígitos de tarjetas de pago, fechas/tiempos de transacciones, y total importes de pago (incluyendo cualquier propina).\n\nToca Forzar en la parte superior de pantalla para procesar pagos enumerados. Si cualquier pago ha sido rechazado, será trasladado a la pantalla de Pagos Rechazados. (Nota: Si estás revisando pagos sin conexión como parte del Proceso de Fin del día y el POS todavía está en Modo Sin conexión, Proceso no podrá completarse hasta que tu red no se re establece.)"
MsgHintDeclinePayments,Pagos declinados
MsgHintDeclinePaymentsMsg,"Si tu Proceso de Fin del Día (Configurado en Consola Web) ya no exige revisión de los pagos rechazados, puedes usar esta pantalla para dirigirles. Verás detalles acerca de cada pago rechazado, incluyendo la razón para rechazo (número de tarjeta inválido, por ejemplo).\n\nToca botón de Reintentar para intentar de procesar el pago otra vez.\n\nSi el pago sigue rechazado — y si has intentado todas las otras opciones para reclamar pago rechazado / reclamarlo fuera de Revel—necesitarás deslizarlo a la derecha para borrarlo de tablero. Si seleccionas Opción Borrar, verás advertencia que confirma que vas a borrar el pago."
MsgHintSyncLog,Sincronizar registro
MsgHintSyncLogMsg,Esta sección ayudará al Soporte técnico en resolver Problemas con sincronización entre iPad-servidor.
MsgHintTroubleShoot,Modo Solucionador de problemas
MsgHintTroubleShootMsg,"En el evento necesitas ponerte en contacto con Soporte, puede que seas pedido de usar Modo de Resolver Problemas—activado aquí—para enviar útil información acerca de tu configuración."
MsgHintBatchProcess,Proceso por lotes
MsgHintBatchProcessMsg,"Con pantalla de Proceso por lotes, es posible ajustar y capturar todas las propinas a la vez o individualmente.\n\npara hacerlo individualmente, ingresa importe de propina en el campo para propina en pedido, entonces toca botón Capturar a la derecha.\n\nOtra opción es rellenar todos los campos de propina para pedidos; entonces puedes tocar Capturar en la esquina de la derecha parte superior  en la pantalla para capturar todas las transacciones a la vez."
MsgHintEodProcess,Proceso de Fin del Día
MsgHintEodProcessMsg,"Proceso de Fin del Día personalizado puede crearse para establecer actividad de día actual y restablecer sistema para siguiente día laboral. Esta opción asegura que importante procedimientos laborales estén completados de forma consistente y puntual.\n\nAdministrador puede configurar (a través de Consola Web>Ajustes> POS ajustes avanzados) advertencias a la hora de elegir que sus empleados ejecutan Proceso de Fin del Día.\n\nPantalla de POS te guiará por el proceso de Fin del Día. Después, Informe de Fin del Día puede generarse en POS, y actividad de registro estará disponible en Consola Web."
MsgHintManageItem,Modo de administración de artículo
MsgHintManageItemMsg,"Puedes usar Manejar Modo de Artículo para hacer cambios rápidos a tu menú/lista de productos directamente en iPad. Puedes añadir nuevas Categorías, Subcategorías, y Productos, o toca existentes Categorías, Subcategorías, o Productos para hacer cambios."
MsgHintTable,Pantalla de mesa
MsgHintTableMsg,"Toca Rápido la mesa para abrir pedido nuevo o existente. Mesas están gris cuando no están ocupadas, y de color (azul, verde o rojo) dependiendo del estatus de pedido. Toca largo para acceder a las opciones adicionales (Mover Pedido, Trasladar Pedido, Ver Detalles de Minutero). Deslice a la derecha o a la izquierda para pasar entre secciones de restaurante (añadido en Consola Web).\n\nPuedes usar icono de detalles debajo de Nuevo Pedido para pasar a la vista Lista de Mesa más granular. \n\nPara abrir o buscar cuentas de bar, toca Cuentas de bar cerca de la parte superior de la pantalla.\n\nCuando activado para tu establecimiento, Lista de espera y pestañas de Reservación también estarán disponibles."
MsgHintBar,Pantalla de Cuenta de Bar
MsgHintBarMsg,"Toca rápido casilla gris para iniciar cuenta de bar, o casilla azul para abrir la cuenta existente. Toca largo para acceder opciones adicionales (Mover Pedido, Trasladar Pedido, Ver Detalles de Minutero). Usa icono de lupa a la izquierda de Pestaña Nueva para revisar pestaña por nombre de cliente, ID del pedido, o número de cuenta."
MsgHintOrderMenuTable,Pantalla de Pedido: Modo de Menú
MsgHintOrderMenuTableMsg,"Usa el lado derecho de esta pantalla para añadir artículos a los pedidos. Toca casilla de Categoría y Subcategoría para desglosar a artículo deseado en la sección de Productos, entonces toca artículo para añadirlo al pedido—verás nombre de artículo, cantidad, precio, y total actualizado en la parte izquierda de la pantalla. Para encontrar artículos en lista de menú/producto concurrida, toca Buscar en la esquina a la parte superior derecha.\n\nToca botón azul de Enviar Pedido para enviar pedido a tu impresora de cocina/Pantalla de Cocina (si disponible). Puedes cancelar pedido (antes de que esté enviado a la cocina) con botón Cancelar Pedido. Para salir de pedido y volver más tarde, toca Retener Pedido— solo usa botón Pedidos a la parte superior de pantalla para arrancarla cuando quieras. \n\nPara abrir cara con opciones de modificación de producto, toca cualquier artículo en la ventana de pedido destacada en blanco o azul (artículos ya enviados a la cocina, destacados en gris, tienen más opciones limitados disponibles).\n\nFinalmente, verás grupo de botones redondeados en la esquina del fondo a la izquierda; botones que aparecerán dependen de tu configuración en POS, pero configuraciones similares incluyen opciones para aplicar descuentos, añadir cargos por servicio, mover pedidos entre mesas, o trasladar pedidos a nuevos empleados. "
MsgHintOrderMenuRetail,Pantalla de Pedido: Modo de Menú
MsgHintOrderMenuRetailMsg,"Usa lado derecho de esta pantalla para añadir artículos a los pedidos. Toca Categoría y Subcategoría para desglosar artículo deseado en la sección de Productos, entonces toca artículo para añadirlo al pedido—verás nombre de artículo, cantidad, precio, y total actualizado en la parte izquierda de la pantalla. Para encontrar artículos en las listas de menús/productos concurridas, toca Buscar en la esquina a la derecha parte superior. También puedes añadir artículos al pedido escaneando su código de barras.\n\nPuedes cancelar pedido (antes de guardarlo) con botón Cancelar Pedido. Para salir del pedido y volver más tarde, toca Retener Pedido—usa solo botón de Pedidos a la parte superior para arrastrarlo  cuando quieras.\n\nPara abrir cara con opciones de modificación de producto, toca cualquier artículo en la ventana de pedido destacada en blanco o azul (artículos ya enviados a la cocina, destacados en gris, tienen más opciones limitados disponibles).\n\nFinalmente, verás grupo de botones redondeados en la esquina del fondo a la izquierda; botones que aparecerán dependen de tu configuración en POS, pero configuraciones similares incluyen opciones para aplicar descuentos, añadir cargos por servicio, o abrir cajas registradoras."
MsgHintOrderPaymentsTable,Pantalla de Pedido: Modo de pago
MsgHintOrderPaymentsTableMsg,"Después de hacer click en botón azul Pagar a la izquierda de Pantalla de Pedido, entrarás en Modo de Pago y verás nuevo deslice de panel a lo largo de tu lista de menú/producto.\n\nbalance adeudado está ubicado en esquina a la parte izquierda de cima en azul. Este importe se unirá a través de opción de pago designado. Puedes teclear importe tendido usando pin pad antes de seleccionar opción de pago. Si el pago es en efectiv o, cualquier cambio adeudado se mostrará en rojo en el campo de cambio.\n\nTocar Importe de Propina para añadir Propina al pago completado. Presiona OK para añadir importe de propina ingresado en esa transacción, o Cancela para salir sin añadir la propina.\n\nPresiona Correo electrónico para ingresar correo a que se enviarán los recibos. Reimprimir imprimirá recibo extra.\n\nToca Reembolsar Pagos para reembolsar algunas o todas transacciones sin eliminar pedido o artículos del pedido.\n\nCuando se establece el pedido, toca Hecho para cerrarlo."
MsgHintOrderPaymentsRetail,Pantalla de Pedido: Modo de pago
MsgHintOrderPaymentsRetailMsg,"Después de hacer click en botón azul Pagar a la izquierda de Pantalla de Pedido, entrarás en Modo de Pagos y verás nuevo deslice de panel a lo largo de tu lista de producto.\n\nbalance adeudado está ubicado en esquina a la parte izquierda de cima en azul. Este importe se unirá a través de opción de pago designado. Puedes teclear importe tendido usando pin pad antes de seleccionar opción de pago. Si el pago es en efectiv o, cualquier cambio adeudado se mostrará en rojo en el campo de cambio.\n\nPresiona Correo electrónico para ingresar correo a que se enviarán los recibos. Reimprimir imprimirá recibo extra.\n\nToca Reembolsar Pagos para reembolsar algunas o todas transacciones sin eliminar pedido o artículos del pedido.\n\nCuando se establece el pedido, toca Hecho para cerrarlo."
MsgCustomPrinterErrorHasBeenHappened,Ha ocurrido el error en impresión. Por favor ponte en contacto con servicio técnico.
MsgCustomPrinterErrorCode,Código de error
MsgCustomPrinterNearPaperEnd,"Papel acabará pronto, por favor reemplázalo cuanto antes."
MsgCustomPrinterPaperEnd,Error porque el papel ha acabado. Por favor reemplaza el papel.
